Id,PreId,TogetherPreId,Name,TaskDes,Type,Chapter,ChapterName,ServerLevel,AcceptLimitBaseLevel,AcceptLimitJobLevel,PushLevel,AcceptLimitProfession,AcceptLimitSex,AcceptLimitItem,AcceptLimitIdentity,FinishLimitIdentity,FinishLimitCD,AcceptNpc,FinishNpc,ItemAfterAccept,ItemBeforeFinish,AcceptAutoPath,Accepttype,Finishtype,ShortcutShowType,FindwayType,AbandonType,DestroyType,LimitTask,CycleNumber,TargetSubTasks,TargetSubTaskChoose,PhasePositionSceneTask,Target1,SpecialMes1,TargetDes1,Target2,SpecialMes2,TargetDes2,Target3,SpecialMes3,TargetDes3,Target4,SpecialMes4,TargetDes4,Target5,SpecialMes5,TargetDes5,TargetRunType,TaskTrigger,IsReminder,FinishTips,NpcFavors,RewardID,DescAcceptable,DescCanFinish,TalkScript,TaskAcceptScriptTag,TaskFinishScriptTag
1005430,1005421|1005422,,光与暗的起点,白衣修士加入我们的计划，能成为局势的拐点吗,1,1015,第九章：光与暗的起点,,50=0,0=0,1=0,0,2,,0,0,,12661=49,12664=49,,,1,1,1,1,1,21,1,,,,,,27|6017=1|49=54.03=17.98=46.88,,查看报纸要闻,1|12664=49,Main_1005430_exec,白衣修士似乎有话想对你说,27|6018=1|49=56.63=17.98=46.69,,查看白衣修士给你的吊坠,,,,,,,2,4=1=22=2003|4=1=14=1=0=10234|1=0=3=12664=49=58.03=17.98=47.03=189.74|4=3=14=1=0=11249|4=3=22=2021,,,,1102100,我们好像被全城通缉了？,这个白衣修士似乎说的是真的,1016,Main_1005430_accept,Main_1005430_finish
1005440,1005430,,光与暗的起点,来到吉芬塔下，揭露这里的罪恶,1,1015,第九章：光与暗的起点,,50=0,0=0,1=0,0,2,,0,0,,12664=49,12666=504,,,1,1,1,1,1,22,1,,,,,,5|0=1|504=97.12=15.20=53.68,,前往吉芬塔准备营救巴雷蒙德,1|12665=504,Main_1005440_exec,白衣修士皱着眉想给你些警告,2|1179=25|504=113.45=15.20=67.58,,清理附近的魔物,,,,,,,2,4=1=4=12664|4=1=4=12662|4=1=4=12663|4=1=4=12661|4=1=14=1=0=11250|4=1=3=12665=504=105.30=15.20=46.05=114.29|4=2=7=1179=6=504=113.45=15.20=67.58=6|4=3=4=12665|4=3=3=12666=504=111.87=15.20=103.69=274.34|4=3=8=1179=6,,,,1102110,前往吉芬塔,寻找找白衣修士，开始进入秘密基地的仪式,1016,Main_1005440_accept,Main_1005440_finish
1005450,1005440,,光与暗的起点,将巴雷蒙德从白女巫的控制下解救出来,1,1015,第九章：光与暗的起点,,50=0,0=0,1=0,0,2,,0,0,,12666=504,12669=504,,,1,1,1,1,1,23,1,,,,,,27|6019=1|504=108.47=15.20=113.05,,使用次元卷轴进入异次元空间,7|2133=1|504=102.47=15.20=113.05,,通关拯救巴雷蒙德副本,,,,,,,,,,2,1=0=4=12666|4=1=14=2=12666=11251|4=2=3=12668=504=67.86=15.20=115.86=265.30|4=2=14=1=0=11255|4=2=3=12669=504=60.94=15.20=112.78=83.84|4=1=20=504=0|4=2=21=504=0,,,,1102120,进入巴雷蒙德被关押的地方,经历了危险的战斗后救出了巴雷蒙德,1016,Main_1005450_accept,Main_1005450_finish
1005460,1005450,,光与暗的起点,你们发现了对抗白女巫复制人计划的关键因素,1,1015,第九章：光与暗的起点,,50=0,0=0,1=0,0,2,,0,0,,12669=504,12670=35,,,1,1,1,1,1,24,1,,,,,,3|200964=1|504=63.65=15.20=108.52,,拾取地上遗落的秘密文档,1|12669=504,Main_1005460_exec,巴雷蒙德似乎从这秘密文档中发现了了不得的东西,1|12668=504,Main_1005460_exec_01,白衣修士好像有事情要交代，问问看,27|6020=1|504=66.57=15.20=115.69,,写信给赛依连，看能否寻求帮助,27|6091=1|504=62.55=15.20=113.19,,使用蝴蝶翅膀前往和赛依连约定好的会面地点,2,1=0=11=200964=1=504=64.02=15.20=108.02|1=0=14=2=12669=11256|4=1=12=200964=1|4=1=14=2=12669=11257|4=2=14=2=12668=11258|4=4=14=1=0=11259|4=4=3=12670=35=208.67=3.69=127.67=255.00|3=0=4=12668|3=0=4=12669|4=5=18=35=193.26=3.69=116.10=191.00,,,,1102130,想办法阻击白女巫古娜的阴谋,试图拉拢赛依连来帮忙，去约定地点和他会面,1016,Main_1005460_accept,Main_1005460_finish
1005470,1005460,,光与暗的起点,你想起了一位可以帮助你的老朋友：赛依连,1,1015,第九章：光与暗的起点,,50=0,0=0,1=0,0,2,,0,0,,12670=35,12671=35,,,1,1,1,1,1,25,1,,,,,,27|6021=1|35=207.74=3.69=127.91,85,向赛依连出示证物,1|12670=35,Main_1005470_exec,赛依连似乎有些动摇,1|12671=35,Main_1005470_exec_01,给赛依连一些判断时间,3|200965=1|35=179.38=3.69=167.02,,收集红伞孢子，为配置抗体试剂提供原材料,,,,2,4=1=16=6021|4=2=14=2=12670=11260|4=1=3=12671=35=201.28=3.69=146.71=224.00|4=2=3=12672=35=136.36=3.69=142.77=-166.00|4=3=4=12670|4=3=14=2=12671=11261|4=3=11=200965=1=35=178.18=3.69=167.77|2=0=12=200965=1,,,,1102140,和赛依连密会寻求帮助,抗体试剂的配方收集完毕，回去找白衣修士,1016,Main_1005470_accept,Main_1005470_finish
1005480,1005470,,光与暗的起点,准备次元仪式，进入古娜的秘密据点,1,1015,第九章：光与暗的起点,,50=0,0=0,1=0,0,2,,0,0,,12672=35,,,,1,1,2,1,1,26,1,,,,,,2|1137=15|35=138.48=3.69=140.55,287.41,这里魔物众多，为避免干扰仪式先清除掉一些魔物,1|12672=35,Main_1005480_exec,收集仪式时必备的木炭,27|6022=1|35=134.20=3.69=136.65,2,使用次元分离卷轴,,,,,,,2,1=0=14=2=12672=11263|1=0=7=1137=15=35=138.48=3.69=140.55=12.00=6|4=1=8=1137=15|4=2=14=2=12672=11264|4=4=4=12671|4=4=4=12672|4=3=3=12674=35=193.26=3.69=116.10=191.00|2=0=20=35=0,,,,1102150,准备次元仪式，小心进入古娜的据点,进入了古娜的次元老巢,1016,Main_1005480_accept,Main_1005480_finish
1005490,1005480,,光与暗的起点,在古娜的老巢中挫败她的计划,1,1015,第九章：光与暗的起点,,50=0,0=0,1=0,0,2,,0,0,,,12673=35,,,0,2,1,1,1,27,1,,,,,,7|2134=1|35=131.80=3.69=137.99,,通往古娜秘密基地的入口再次被打开，做好准备后就可以进入了,,,,,,,,,,,,,2,1=0=14=2=12672=11265|2=0=3=12673=35=133.62=3.69=139.83=326.00|2=0=4=12674|2=0=21=35=0|2=0=3=12675=35=131.89=3.69=141.54=169.00|2=0=3=12682=35=130.27=3.69=138.81=-127.00|2=0=3=12683=35=131.58=3.69=136.11=17.46|2=0=3=12684=35=139.21=3.69=141.92=-171,,,,1102160,在古娜的据点里抓捕她,赛依连及时赶到，救下了你的性命,1016,Main_1005490_accept,Main_1005490_finish
1005500,1005490,,光与暗的起点,古娜最终被抓捕落网，可是后续的危机还没完,1,1015,第九章：光与暗的起点,,50=0,0=0,1=0,0,2,,0,0,,12673=35,12676=7,,,1,1,1,1,1,28,1,,,,,,27|2041=1|35=132.96=3.69=140.24,323,抓捕白女巫古娜,1|12672=35,Main_1005500_exec,白女巫被绳之于法，是时候离开这个是非之地了,,,,,,,,,,2,4=2=4=12675|4=1=14=2=12675=11266|4=2=18=7=146.22=10.37=196.42=60.61|4=2=3=12676=7=175.39=10.80=221.12=181.00|4=2=3=12677=7=173.39=10.80=220.14=170.00|4=2=3=12678=7=173.14=10.80=215.75=43.00|4=2=4=12673|4=2=4=12672|4=2=4=12682|4=2=4=12683|4=2=4=12684|4=2=16=2001|4=1=24=803005=35=131.89=3.69=141.54=169.00|3=0=25=803005,,,,1102170,终于将古娜绳之以法,白女巫被捕，但白衣修士仍然是个威胁,1016,Main_1005500_accept,Main_1005500_finish
1005510,1005500,,光与暗的起点,吊唁逝去的朋友，正义之士终获平反,1,1015,第九章：光与暗的起点,,50=0,0=0,1=0,0,2,,0,0,,12678=7,12677=7,,,1,1,1,1,1,29,1,,,,,,27|6024=1|7=172.93=10.80=216.43,,查看巴雷蒙德递给你的报纸,27|6025=1|7=172.21=10.77=218.72,111.59,向拉乐西斯献花,,,,,,,,,,2,3=0=4=12676|3=0=4=12677|3=0=4=12678|4=1=22=2005|4=2=14=1=0=11267|2=0=22=2022|3=0=16=10008,,,,1102180,获得了平反，终于可以不用东躲西藏了,拉乐西斯的在天之灵应该稍感欣慰了,1016,Main_1005510_accept,Main_1005510_finish
1005610,1005510,,恐怖笼罩的梦罗克,审问白女巫本人，从她嘴里挖出信息,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,12271=58,12771=58,,,0,3,2,1,1,30,1,,,,,,1|1906=26,Main_1005610_exec_01,按照信上的提示，前往梦罗克监狱处，向守卫请求进入监狱,27|6026=1|26=109.57=9.91=187.73,19.51,向监狱守护卫兵出示信件,1|12771=58,Main_1005610_exec_02,进入监狱与巴雷蒙德会合吧,1|12770=58,Main_1005610_exec_03,古娜被捕后还十分嚣张，试试能不能从她嘴里问出点东西,,,,2,4=2=3=12770=58=55.28=10.91=64.78=281.60|4=2=3=12771=58=53.99=10.71=66.09=129.95|4=2=14=2=1906=11269|2=0=4=12770,,,,1102190,巴雷蒙德给你写了信，莫非是对白女巫的审问有了新进展？,,1017,,Main_1005610_finish
1005611,1005610,,恐怖笼罩的梦罗克,居然有人前来劫狱，阻止他们,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,,12771=58,,,1,2,2,1,1,31,1,,,,,,28|1028=1|58=53.63=10.71=65.15,,被捕后的古娜依旧有恃无恐，不好！似乎有人来救她了，快四处看看,7|2135=1||58=50.15=10.91=62.52,,居然有人来劫狱，快阻止他们,,,,,,,,,,2,2=0=5=1906|2=0=5=1907|4=1=1=2135|2=0=2=2135,,,,1102200,,,1017,,
1005620,1005611,,恐怖笼罩的梦罗克,梦罗克似乎在经历着各种异常的变故,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,12771=58,12775=26,,,1,1,1,1,1,32,1,,,,,,5|0=1|26=79.60=9.91=182.52,,古娜居然被劫走了，巴雷蒙德决定与你分头行动，前去追寻劫狱人和古娜,3|200969=1|26=67.26=9.83=181.09,,到底发生了什么？居然有人盐化了，是不是劫狱的人做的？检查一下这些尸体,1|12775=26,Main_1005620_exec,基德也来到了这里，问问他是否看到路过的黑衣人,9|0=1|26=65.79=9.91=176.56,VR360Photo|68.33=10.39=179.41,现场拍照取证,,,,2,1=0=3=12775=26=59.59=9.91=172.81=61.98|1=0=4=12771|4=1=11=200969=1=26=65.96=9.91=180.95|4=1=3=12772=26=67=9.91=183=212.31|4=1=3=12773=26=69=9.91=179=145|4=1=3=12774=26=71=9.91=176=69|4=2=12=200969=1|4=2=14=2=12775=11273|3=0=3=12776=51=37.12=21.96=46.43=159.09|4=1=9=100036,,,,1102210,古娜最终还是被人劫走了，问问巴雷蒙德接下来怎么办,现场照片已经拍好了，向基德打听一下黑衣人的线索吧,1017,Main_1005620_accept,Main_1005620_finish
1005630,1005620,,恐怖笼罩的梦罗克,前往地下酒吧会见霖，了解更多信息,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,12776=51,12777=51,,,1,1,1,1,1,33,1,,,,,,27|6027=1|51=36.97=21.96=45.36,351.9,向这个暴躁的女刺客展示一下刚才拍到的现场照片吧,2|150022=4|51=40.96=21.96=47.25,,看到照片，霖居然暴躁地叫打手来攻击你，击败他们吧,1|12777=51,Main_1005630_exec,幸好麻略加娜及时出现，她似乎知道更多，向她打听一下,27|6028=1|51=41.14=21.96=45.03,134.6,麻略加娜把自己在梦中看到的诡异景象画了出来，打开看看,,,,2,1=0=4=12775|1=0=4=12772|1=0=4=12773|1=0=4=12774|4=1=14=2=12776=11276|4=1=7=150022=4=51=36.97=21.96=45.36=3|4=2=8=150022=4|4=2=14=2=12777=11277|4=2=3=12777=51=42.45=21.96=44.55=287.68|2=0=22=1041|3=0=3=12779=19=76.40=12.14=86.79=54.20|3=0=3=12792=19=76.91=12.30=88.96=182.45,,,,1102220,按照基德的提示，前往地下酒吧向霖打探消息,麻略加娜似乎知道一些信息，与她沟通一下,1017,Main_1005630_accept,Main_1005630_finish
1005640,1005630,,恐怖笼罩的梦罗克,按麻略加娜的建议，前去苏克拉特与基德和巴雷蒙德会合，并与他们商议寻找黑衣人的办法,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,12779=19,12779=19,,,1,1,1,1,1,34,1,,,,,,2|1137=25|19=117.19=12.30=142.38,,巴雷蒙德所说的东西有魔物守护，先击败它们在寻找吧,3|200970=1|19=118.14=12.14=141.58,,已经清理了守护朝天花的魔物了，采集朝天花吧,,,,,,,,,,2,1=0=4=12777|1=0=4=12776|4=1=11=200970=1=19=117.19=12.30=142.38|4=2=12=200970=1,,,,1102230,按麻略加娜的建议，前去苏克拉特与基德和巴雷蒙德会合吧,集齐了催眠药的配方，回去找巴雷蒙德吧,1017,Main_1005640_accept,Main_1005640_finish
1005641,1005640,,恐怖笼罩的梦罗克,设法进入梦境，还原真相,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,12779=19,12779=19,,,1,1,1,1,1,35,1,,,,,,27|6029=1|19=77.55=12.14=88.03,205.44,使用催眠药剂，进入梦境,7|2136=1|19=78.69=12.30=83.69,,感受梦境中的镜像，当然，注意保护好自己（<color=$$Blue$$>通关梦境惊魂副本</color>）,,,,,,,,,,2,1=3=14=2=12779=11340|4=1=17=2136=34.43=8.5=52.64=0|4=1=20=19=15|2=0=21=19=15,,,,1102240,按麻略加娜的建议，前去苏克拉特与基德和巴雷蒙德会合吧,劫走古娜的黑衣人果然出现在梦境里，把它告诉巴雷蒙德吧,1017,Main_1005641_accept,Main_1005641_finish
1005650,1005641,,恐怖笼罩的梦罗克,古老的死海卷轴似乎预兆了如今的末世景象,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,1985=26,12780=26,,,1,1,1,1,1,36,1,,,,,,28|6026=1|26=96.49=9.83=72.48,,听奇诺传唱死海古卷的乐章,,,,,,,,,,,,,2,1=0=4=12779|1=0=4=12792|1=0=3=12780=26=57.40=9.83=109.47=103.65,,,,1102250,按巴雷蒙德的建议，去向吟游诗人奇诺打听死海古卷的事情,死海古卷原来讲的是这么一回事，按照之前的约定，去地下酒吧门口与巴雷蒙德会合吧,1017,Main_1005650_accept,Main_1005650_finish
1005660,1005650,,恐怖笼罩的梦罗克,追踪仪式的方位所在,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,12780=26,12783=518,,,1,1,1,1,1,37,1,,,,,,5|0=1|518=45.08=30.85=210.10,,前往金字塔内部与巴雷蒙德和基德会合，商量下一步计划,1|12782=518,Main_1005660_exec_01,基德就在前面，先和他碰头吧,1|12783=518,Main_1005660_exec_02,巴雷蒙德就在前面，请尽快前去与他会合,2|1139=15|518=122.94=30.65=176.54,,想要不受打扰，仔细地调查，必须先把周围这些魔物清理掉,3|200972=1|518=131.10=30.65=175.76,,调查一下第一处可疑的痕迹点,2,1=0=14=2=12780=11283|1=0=4=12780|1=0=3=12782=518=51.39=30.85=209.84=206.97|4=1=14=2=12782=11341|4=2=14=2=12782=11284|4=3=4=12782|4=2=3=12783=518=120.00=30.85=174.56=270.00|4=3=7=1139=5=518=125.58=30.65=180.24=10|4=4=8=1139=5|4=4=11=200972=1=518=130.94=30.85=174.47|4=4=14=2=12783=11282|2=0=14=2=12783=11285|2=0=12=200972=1|3=0=3=12784=518=153.46=30.85=148.12=312.59,,,,1102260,看来事情有些棘手，听听巴雷蒙德说说下一步计划吧,巴雷蒙德似乎发现了什么，和他聊聊吧,1017,Main_1005660_accept,Main_1005660_finish
1005670,1005660,,恐怖笼罩的梦罗克,寻找仪式举行者散落在金字塔内的种种线索,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,12784=518,12784=518,,,1,1,1,1,1,38,1,,,,,,3|200973=1|518=145.91=30.65=153.87,,调查第二处可疑的痕迹点,2|1105=20|518=145.91=30.65=153.87,,清理周围魔物，方便继续调查,3|200974=1|518=145.91=30.65=153.87,,拾起仪式遗落的残卷看看,,,,,,,2,1=0=11=200973=1=518=145.64=30.85=154.90|4=1=14=2=12782=11286|4=1=12=200973=1|4=1=7=1105=5=518=145.91=30.65=153.87=10|4=2=8=1105=5|4=2=14=2=12782=11279|4=2=11=200974=1=518=145.64=30.85=154.90|2=0=12=200974=1|2=2=22=5018|2=0=3=12785=518=114.54=30.85=162.23=81.17|2=0=4=12783,,,,1102270,基德似乎又发现了一些可疑痕迹，快去与他会合,仪式残卷上的那句话是什么意思呢？问问基德知不知道,1017,Main_1005670_accept,Main_1005670_finish
1005680,1005670,,恐怖笼罩的梦罗克,寻找到仪式的关键：“死海古卷”的位置,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,12785=518,12786=518,,,1,1,1,1,1,39,1,,,,,,5|0=1|518=79.17=30.65=158.74,,与巴雷蒙德一起，前往水池边的仪式点看看,1|12786=518,Main_1005680_exec,已经到了水池边，问问巴雷蒙德接下里怎么办,3|200975=1|518=83.72=30.85=155.47,,按照巴雷蒙德说的那样，走到水池边念诵仪式残卷试试,2|150013=4|518=83.43=30.65=159.79,,不好，突然出现了一些阻止你们的神秘人，击败他们,3|200976=1|518=83.73=30.65=156.80,,死海古卷出现了，拾起来带给巴雷蒙德看看,2,1=0=4=12784|1=0=10=3500701|4=1=23=3500701|1=0=14=2=12785=11288|1=0=4=12785|4=1=3=12786=518=77.27=30.85=157.02=89.44|4=2=11=200975=1=518=83.72=30.85=155.47|4=2=14=2=12786=11289|4=3=12=200975=1|4=3=14=3=150013=11290|4=3=7=150013=4=518=83.43=30.65=159.79=3|4=4=8=150013=4|4=4=11=200976=1=518=83.72=30.85=155.47|2=0=12=200976=1|3=0=3=12787=518=81.81=30.85=117.22=126.29,,,,1102280,基德并不知道残卷上的那句话是什么意思，去问问巴雷蒙德,把死海古卷带给巴雷蒙德看看,1017,Main_1005680_accept,Main_1005680_finish
1005690,1005680,,恐怖笼罩的梦罗克,揭示死海古卷，了解仪式的真相,1,1016,第十章：恐怖笼罩的梦罗克,,54=0,0=0,1=0,0,2,,0,0,,12786=518,12788=518,,,1,1,1,1,1,40,1,,,,,,5|0=1|518=86.44=30.85=110.71,,与巴雷蒙德一起，前往死海古卷揭示点,27|6031=1|518=86.44=30.85=110.71,,帮助巴雷蒙德打开死海古卷，开启第一场揭示古卷仪式,7|2189=1||518=87.00=30.65=112.09,,古卷揭示仪式开始了，请保护好巴雷蒙德,,,,,,,2,1=0=4=12786|1=0=10=3500801|4=1=23=3500801|4=1=14=2=12788=11292|4=1=3=12788=518=88.55=30.65=112.60=229.75|3=0=14=2=12788=11293|3=0=4=12788|3=0=4=12787|4=2=1=2189|2=0=2=2189,,,,1102290,死海古卷需要在哪里揭示呢？与巴雷蒙德讨论一下,等待巴雷蒙德休息好之后再继续你们的仪式,1017,Main_1005690_accept,Main_1005690_finish
1005810,1005690,,危机前夜,距离上一次死海古卷的揭示仪式已经过去了一段时间，你收到了巴雷蒙德的来信，他邀请你前往贤者之间帮助他继续完成解开古卷封印的第二场仪式,1,1017,第十一章：危机前夜,,58=0,0=0,1=0,0,2,,0,0,,12420=57,12420=57,,,0,3,1,1,1,41,1,,,,,,5|0=1|57=61.09=10.00=48.79,,前往贤者之间和巴雷蒙德碰面,1|12420=57,Main_1005810_exec,巴雷蒙德对于接下来的仪式显得十分狂热，和他好好谈谈,7|2190=1||57=63.35=10.21=56.51,,协助巴雷蒙德完成死海古卷揭示仪式,,,,,,,2,1=0=3=12420=57=61.00=10.20=54.98=357.99|1=0=3=12421=57=55.41=10.21=52.86=45.00|1=0=14=1=0=10813|4=1=14=2=12420=10814|4=3=14=2=12420=10815|1=0=24=2691105=57=60.90=10.20=59.99|4=3=25=2691105|4=2=1=2190|4=3=2=2190,,,,1102300,巴雷蒙德表示等到开始下次古卷揭示仪式的时候再通知你,帮助巴雷蒙德成功完成了古卷仪式,1019,Main_1005810_accept,Main_1005810_finish
1005820,1005810,,危机前夜,仪式完成，你隐隐感觉到有些异样的因素滋生,1,1017,第十一章：危机前夜,,58=0,0=0,1=0,0,2,,0,0,,12420=57,12427=26,,,0,1,1,1,1,42,1,,,,,,1|12421=57,Main_1005820_exec_01,巴雷蒙德的信徒匆匆赶来，他有重要事情要向你们汇报,27|6057=1|57=56.97=10.00=53.78,239.58,梦罗克再次出现诡异情况，使用定向蝴蝶翅膀前往调查,1|12428=26,Main_1005820_exec_02,和巴雷蒙德商讨下如今梦罗克各种异状的线索,3|200550=1|26=64.69=9.91=124.50,1,对路边的尸体做具体调查,2|140023=5|26=64.69=9.91=124.50,,调查发生了变故……先消灭这批忽然尸变的魔物,2,1=0=14=2=12421=10816|4=1=14=2=12420=10817|4=2=4=12420|4=2=3=12428=26=73.80=9.91=123.09=283.46|4=2=3=12422=26=65.98=9.91=123.44=270.00|4=2=3=12423=26=67.96=9.91=126.80=247.77|4=2=3=12424=26=62.63=9.91=127.29=120.88|4=2=3=12425=26=63.33=9.91=124.98=44.13|4=2=3=12426=26=64.99=9.91=129.01=180.11|4=3=11=200550=1=26=64.69=9.91=124.50|4=4=14=1=0=10818|4=4=12=200550=1|4=4=4=12422|4=4=4=12423|4=4=4=12424|4=4=4=12425|4=4=4=12426|4=4=7=140023=5=26=64.69=9.91=124.50=3|4=5=8=140023=5|4=5=14=2=12427=11363|4=5=3=12427=26=73.99=9.83=128.29=227.46|3=0=4=12427|3=0=14=2=12427=11364|4=2=18=26=74.94=9.91=126.66=270.50|4=2=3=12435=26=64.47=9.83=119.60=11.28|4=2=3=12436=26=60.07=9.83=125.59=90.00|4=2=3=12437=26=63.91=9.83=132.03=180.00|4=4=4=12435|4=4=4=12436|4=4=4=12437|4=3=15=10058201|4=3=14=1=0=11565,,,,1102310,巴雷蒙德似乎变得比原来狂躁了好多,宝妮为何会忽然现身梦罗克？问问她,1019,Main_1005820_accept,Main_1005820_finish
1005830,1005820,,危机前夜,老朋友宝妮在沙漠之桥等着你，似乎有要事相托……,1,1017,第十一章：危机前夜,,58=0,0=0,1=0,0,2,,0,0,,12428=26,12429=35,,3060620=25|3060621=25|3060622=1,1,1,1,1,1,43,1,,,,,,15|3060620=25|35=104.40=3.60=149.76,,消灭魔物并采集元素碎片以修复宝妮的法杖,15|3060621=25|35=79.91=4.27=111.62,,消灭魔物并采集元素碎片以修复宝妮的法杖,4|3060622=1|35=90.57=3.60=164.14,,消灭魔物并采集元素碎片以修复宝妮的法杖,,,,,,,1,1=0=4=12428|1=0=14=2=12428=11365|2=0=3=12429=35=102.76=3.69=144.94=90.00|1=0=11=200551=1=35=88.91=3.60=164.69|2=0=12=200551=1|2=0=14=1=0=11367|2=0=3=12438=35=104.60=3.60=144.23=206.63|3=0=4=12438,,,,1102320,去和巴雷蒙德谈谈与宝妮会面的事情,修复法杖的准备工作完毕，去找宝妮吧,1019,Main_1005830_accept,Main_1005830_finish
1005840,1005830,,危机前夜,宝妮向你提及了一个可怕的邪术：圣痕诅咒,1,1017,第十一章：危机前夜,,58=0,0=0,1=0,0,2,,0,0,,12429=35,12430=26,,,1,1,1,1,1,44,1,,,,,,1|12430=26,Main_1005840_exec_1,和宝妮在梦罗克汇合讨论下一步的对策,27|6058=1|26=58.35=9.83=179.73,4.39,查阅启示录，寻找里面与圣痕相关的记载,3|200552=1|26=59.63=9.91=179.20,1,回想一下出现在巴雷蒙德身上的诡异迹象,1|12430=26,Main_1005840_exec_2,关于这个神秘的圣痕诅咒，宝妮还有话要交代,,,,2,1=0=4=12429|1=0=3=12430=26=58.48=9.91=181.37=136.82|4=2=14=2=12430=11368|4=2=22=7|4=3=22=34|4=4=3=12432=51=42.67=21.96=51.10=180.00|4=2=11=200552=1=26=59.63=9.91=179.20|4=3=12=200552=1,,,,1102330,宝妮也发觉了巴雷蒙德身上的奇怪征兆,宝妮针对圣光卷轴还想嘱托你些事情,1019,Main_1005840_accept,Main_1005840_finish
1005850,1005840,,危机前夜,事不宜迟，找到巴雷蒙德解决这场危机吧,1,1017,第十一章：危机前夜,,58=0,0=0,1=0,0,2,,0,0,,12430=26,12431=26,,,1,1,1,1,1,45,1,,,,,,5|0=1|51=36.54=21.96=35.55,,前往刺客公会寻找巴雷蒙德,1|12432=51,Main_1005850_exec,巴雷蒙德并不在刺客公会，向霖询问巴雷蒙德的去向,5|0=1|26=94.77=9.83=66.70,,前往城南寻找巴雷蒙德的踪迹,,,,,,,2,1=0=14=1=0=11370|4=1=4=12430|4=1=14=1=0=11371|4=2=14=1=0=11372|4=3=14=1=0=11373|4=2=3=12431=26=112.41=9.83=66.55=180.00|4=1=15=1005850|4=2=24=2691106=26=112.42=9.83=66.25,,,,1102340,回去找到巴雷蒙德调查他最近的异象,巴雷蒙德竟然在试图独立完成古卷仪式,1019,Main_1005850_accept,Main_1005850_finish
1005860,1005850,,危机前夜,巴雷蒙德在独自完成死海古卷的最终仪式…他还是他吗？,1,1017,第十一章：危机前夜,,58=0,0=0,1=0,0,2,,0,0,,12431=26,12433=26,,,1,1,1,1,1,46,1,,,,,,2|140024=3|26=114.87=9.83=68.42,,仪式引来了魔物，击杀威胁巴雷蒙德性命的裂隙恶魔,3|200553=1|26=113.07=9.83=67.74,1,情况很不对劲，悄悄检查反常的巴雷蒙德,27|6060=1|26=113.07=9.83=67.74,208.69,时机到了，照宝妮说的对巴雷蒙德使用圣光卷轴,,,,,,,2,1=0=14=2=12431=11374|1=0=7=140024=3=26=114.87=9.83=68.42=2|4=1=8=140024=3|4=1=14=1=0=11375|4=1=11=200553=1=26=113.07=9.83=67.74|4=2=12=200553=1|4=2=14=1=0=11376|4=3=3=12433=26=112.41=9.83=66.55=180.00|4=1=4=12431|4=1=3=12439=26=112.41=9.83=66.55=180.00|4=3=4=12439|4=3=16=4028|4=1=25=2691106|4=2=24=2691107=26=112.41=9.83=66.55|4=3=25=2691107|4=1=14=2=12420=11369,,,,1102350,为了完成仪式巴雷蒙德似乎已经丧失理智,巴雷蒙德果然是被恶魔附身了,1019,Main_1005860_accept,Main_1005860_finish
1005870,1005860,,危机前夜,难以置信，昔日冷静的贤者如今恶魔附身,1,1017,第十一章：危机前夜,,58=0,0=0,1=0,0,2,,0,0,,12433=26,12434=26,,,1,1,1,1,1,47,1,,,,,,2|9923=1|2191=112.80=9.83=67.64|26=112.80=9.83=67.64,,打败陷入了魔化的巴雷蒙德,1|12434=26,Main_1005870_exec,魔化巴雷蒙德逃走了，和宝妮商量下一步的对策,3|200554=1|26=114.26=9.83=66.84,,按照宝妮说的，将巴雷蒙德留在现场的魔化痕迹收集起来,,,,,,,2,4=1=16=4029|4=1=4=12433|4=1=3=12434=26=117.50=9.83=68.41=206.10|4=1=11=200554=1=26=113.23=9.83=66.29|4=3=12=200554=1|1=0=1=2191|4=1=2=2191|4=3=22=37,,,,1102360,巴雷蒙德果然是被恶魔附身了,失去理智的巴雷蒙德逃跑了，现场一片狼藉,1019,Main_1005870_accept,Main_1005870_finish
