Id,EnchantId,Text,Property,BindProperty,PropertyDec,Quality,Pro,RandomType,SortId,TypeId,TypeScore,profession,LimitTime
266,8,100级饰品库,0=28=700,,2000,2,35,520=610=100|610=701=15,266,3,60,2000|5000|6000|7000|3201,
267,8,100级饰品库,0=37=700,,2112,2,35,520=610=100|610=701=15,267,3,60,3000|4000,
268,8,100级饰品库,0=55=8,,2003,2,50,7=8=100|8=9=20,268,3,60,,
269,8,100级饰品库,0=51=14,,2004,2,50,11=13=100|13=15=20,269,3,60,,
270,8,100级饰品库,1=710014102=0,,2024,3,160,1=1=1,270,1,60,2000|5000|6000|3201,
271,8,100级饰品库,1=710014203=0,,2024,3,85,1=1=1,271,1,60,2000|5000|6000|3201,100
272,8,100级饰品库,1=710014304=0,,2024,3,35,1=1=1,272,1,60,2000|5000|6000|3201,200
273,8,100级饰品库,1=710014405=0,,2024,3,15,1=1=1,273,1,60,2000|5000|6000|3201,500
274,8,100级饰品库,1=710014506=0,,2024,3,5,1=1=1,274,1,60,2000|5000|6000|3201,850
275,8,100级饰品库,1=710015112=0,,2031,3,160,1=1=1,275,1,60,3000|4000,
276,8,100级饰品库,1=710015213=0,,2031,3,85,1=1=1,276,1,60,3000|4000,100
277,8,100级饰品库,1=710015314=0,,2031,3,35,1=1=1,277,1,60,3000|4000,200
278,8,100级饰品库,1=710015415=0,,2031,3,15,1=1=1,278,1,60,3000|4000,500
279,8,100级饰品库,1=710015516=0,,2031,3,5,1=1=1,279,1,60,3000|4000,850
280,8,100级饰品库,1=710016122=0,,2038,3,160,1=1=1,280,1,60,7000,
281,8,100级饰品库,1=710016223=0,,2038,3,85,1=1=1,281,1,60,7000,100
282,8,100级饰品库,1=710016324=0,,2038,3,35,1=1=1,282,1,60,7000,200
283,8,100级饰品库,1=710016425=0,,2038,3,15,1=1=1,283,1,60,7000,500
284,8,100级饰品库,1=710016526=0,,2038,3,5,1=1=1,284,1,60,7000,850
285,8,100级饰品库,1=710023192=0,,2045,3,160,1=1=1,285,1,60,2000|5000|6000|7000|3201,
286,8,100级饰品库,1=710023293=0,,2045,3,85,1=1=1,286,1,60,2000|5000|6000|7000|3201,100
287,8,100级饰品库,1=710023394=0,,2045,3,35,1=1=1,287,1,60,2000|5000|6000|7000|3201,200
288,8,100级饰品库,1=710023495=0,,2045,3,15,1=1=1,288,1,60,2000|5000|6000|7000|3201,500
289,8,100级饰品库,1=710023596=0,,2045,3,5,1=1=1,289,1,60,2000|5000|6000|7000|3201,850
290,8,100级饰品库,1=710017132=0,,2052,3,160,1=1=1,290,1,60,3000|4000,
291,8,100级饰品库,1=710017233=0,,2052,3,85,1=1=1,291,1,60,3000|4000,100
292,8,100级饰品库,1=710017334=0,,2052,3,35,1=1=1,292,1,60,3000|4000,200
293,8,100级饰品库,1=710017435=0,,2052,3,15,1=1=1,293,1,60,3000|4000,500
294,8,100级饰品库,1=710017536=0,,2052,3,5,1=1=1,294,1,60,3000|4000,850
295,9,70级铠甲库,0=22=7,,2015,1,50,1=2=500|2=4=400|4=5=100,295,2,60,,
296,9,70级铠甲库,0=24=7,,2016,1,50,1=2=500|2=4=400|4=5=100,296,2,60,5000|7000,
297,9,70级铠甲库,0=47=600,,2055,1,50,10=220=500|200=330=450|330=420=50,297,3,60,2000|3000|4000|5000|6000|7000|3201,
298,9,70级铠甲库,0=49=60,,2056,1,50,1=22=500|22=33=400|33=42=100,298,3,60,,
299,9,70级铠甲库,0=32=7,,2057,1,50,1=2=500|2=4=400|4=5=100,299,3,60,,
300,9,70级铠甲库,0=41=7,,2058,1,50,1=2=500|2=4=400|4=5=100,300,3,60,,
301,9,70级铠甲库,0=57=7,,2061,1,50,1=2=500|2=4=400|4=5=100,301,3,60,,
302,9,70级铠甲库,0=22=7,,2015,2,50,5=6=100|6=8=20,302,2,60,,
303,9,70级铠甲库,0=24=7,,2016,2,50,5=6=100|6=8=20,303,2,60,5000|7000,
304,9,70级铠甲库,0=47=600,,2055,2,50,420=540=90|540=601=10,304,3,60,2000|3000|4000|5000|6000|7000|3201,
305,9,70级铠甲库,0=49=60,,2056,2,50,42=54=100|54=61=20,305,3,60,,
306,9,70级铠甲库,0=32=7,,2057,2,50,5=6=100|6=8=20,306,3,60,,
307,9,70级铠甲库,0=41=7,,2058,2,50,5=6=100|6=8=20,307,3,60,,
308,9,70级铠甲库,0=57=7,,2061,2,50,5=6=100|6=8=20,308,3,60,,
309,9,70级铠甲库,1=710018041=0,,2076,3,512,1=1=1,309,1,60,2000|3000|6000|3201,
310,9,70级铠甲库,1=710018142=0,,2076,3,256,1=1=1,310,1,60,2000|3000|6000|3201,
311,9,70级铠甲库,1=710018243=0,,2076,3,128,1=1=1,311,1,60,2000|3000|6000|3201,
312,9,70级铠甲库,1=710020061=0,,2090,3,512,1=1=1,312,1,60,2000|3000|4000|5000|6000|7000|3201,
313,9,70级铠甲库,1=710020162=0,,2090,3,256,1=1=1,313,1,60,2000|3000|4000|5000|6000|7000|3201,
314,9,70级铠甲库,1=710020263=0,,2090,3,128,1=1=1,314,1,60,2000|3000|4000|5000|6000|7000|3201,
315,9,70级铠甲库,1=710022081=0,,2097,3,512,1=1=1,315,1,60,2000|3000|4000|5000|6000|7000|3201,
316,9,70级铠甲库,1=710022182=0,,2097,3,256,1=1=1,316,1,60,2000|3000|4000|5000|6000|7000|3201,
317,9,70级铠甲库,1=710022283=0,,2097,3,128,1=1=1,317,1,60,2000|3000|4000|5000|6000|7000|3201,
318,9,70级铠甲库,1=710019051=0,,2104,3,512,1=1=1,318,1,60,2000|3000|4000|5000|6000|7000|3201,
319,9,70级铠甲库,1=710019152=0,,2104,3,256,1=1=1,319,1,60,2000|3000|4000|5000|6000|7000|3201,
320,9,70级铠甲库,1=710019253=0,,2104,3,128,1=1=1,320,1,60,2000|3000|4000|5000|6000|7000|3201,
321,9,70级铠甲库,1=710021071=0,,2083,3,512,1=1=1,321,1,60,,
322,9,70级铠甲库,1=710021172=0,,2083,3,256,1=1=1,322,1,60,,
323,9,70级铠甲库,1=710021273=0,,2083,3,128,1=1=1,323,1,60,,
324,10,80级铠甲库,0=22=8,,2015,1,50,2=3=500|3=5=400|5=6=100,324,2,60,,
325,10,80级铠甲库,0=24=8,,2016,1,50,2=3=500|3=5=400|5=6=100,325,2,60,5000|7000,
326,10,80级铠甲库,0=47=700,,2055,1,50,60=260=500|260=375=450|375=450=50,326,3,60,2000|3000|4000|5000|6000|7000|3201,
327,10,80级铠甲库,0=49=80,,2056,1,50,20=42=500|42=53=400|53=62=100,327,3,60,,
328,10,80级铠甲库,0=32=8,,2057,1,50,2=3=500|3=5=400|5=6=100,328,3,60,,
329,10,80级铠甲库,0=41=8,,2058,1,50,2=3=500|3=5=400|5=6=100,329,3,60,,
330,10,80级铠甲库,0=57=8,,2061,1,50,2=3=500|3=5=400|5=6=100,330,3,60,,
331,10,80级铠甲库,0=22=8,,2015,2,50,6=7=100|7=9=20,331,2,60,,
332,10,80级铠甲库,0=24=8,,2016,2,50,6=7=100|7=9=20,332,2,60,5000|7000,
333,10,80级铠甲库,0=47=700,,2055,2,50,450=610=90|610=701=10,333,3,60,2000|3000|4000|5000|6000|7000|3201,
334,10,80级铠甲库,0=49=80,,2056,2,50,62=74=100|74=81=20,334,3,60,,
335,10,80级铠甲库,0=32=8,,2057,2,50,6=7=100|7=9=20,335,3,60,,
336,10,80级铠甲库,0=41=8,,2058,2,50,6=7=100|7=9=20,336,3,60,,
337,10,80级铠甲库,0=57=8,,2061,2,50,6=7=100|7=9=20,337,3,60,,
338,10,80级铠甲库,1=710018041=0,,2076,3,512,1=1=1,338,1,60,2000|3000|6000|3201,
339,10,80级铠甲库,1=710018142=0,,2076,3,256,1=1=1,339,1,60,2000|3000|6000|3201,
340,10,80级铠甲库,1=710018243=0,,2076,3,128,1=1=1,340,1,60,2000|3000|6000|3201,
341,10,80级铠甲库,1=710020061=0,,2090,3,512,1=1=1,341,1,60,2000|3000|4000|5000|6000|7000|3201,
342,10,80级铠甲库,1=710020162=0,,2090,3,256,1=1=1,342,1,60,2000|3000|4000|5000|6000|7000|3201,
343,10,80级铠甲库,1=710020263=0,,2090,3,128,1=1=1,343,1,60,2000|3000|4000|5000|6000|7000|3201,
344,10,80级铠甲库,1=710022081=0,,2097,3,512,1=1=1,344,1,60,2000|3000|4000|5000|6000|7000|3201,
345,10,80级铠甲库,1=710022182=0,,2097,3,256,1=1=1,345,1,60,2000|3000|4000|5000|6000|7000|3201,
346,10,80级铠甲库,1=710022283=0,,2097,3,128,1=1=1,346,1,60,2000|3000|4000|5000|6000|7000|3201,
347,10,80级铠甲库,1=710019051=0,,2104,3,512,1=1=1,347,1,60,2000|3000|4000|5000|6000|7000|3201,
348,10,80级铠甲库,1=710019152=0,,2104,3,256,1=1=1,348,1,60,2000|3000|4000|5000|6000|7000|3201,
349,10,80级铠甲库,1=710019253=0,,2104,3,128,1=1=1,349,1,60,2000|3000|4000|5000|6000|7000|3201,
350,10,80级铠甲库,1=710021071=0,,2083,3,512,1=1=1,350,1,60,,
351,10,80级铠甲库,1=710021172=0,,2083,3,256,1=1=1,351,1,60,,
352,10,80级铠甲库,1=710021273=0,,2083,3,128,1=1=1,352,1,60,,
353,11,90级铠甲库,0=22=9,,2015,1,50,3=4=500|4=6=400|6=7=100,353,2,60,,
354,11,90级铠甲库,0=24=9,,2016,1,50,3=4=500|4=6=400|6=7=100,354,2,60,5000|7000,
355,11,90级铠甲库,0=47=750,,2055,1,50,100=330=500|330=460=450|460=555=50,355,3,60,2000|3000|4000|5000|6000|7000|3201,
356,11,90级铠甲库,0=49=100,,2056,1,50,40=62=500|62=73=400|73=82=100,356,3,60,,
357,11,90级铠甲库,0=32=10,,2057,1,50,4=5=500|5=7=400|7=8=100,357,3,60,,
358,11,90级铠甲库,0=41=10,,2058,1,50,4=5=500|5=7=400|7=8=100,358,3,60,,
359,11,90级铠甲库,0=57=10,,2061,1,50,4=5=500|5=7=400|7=8=100,359,3,60,,
360,11,90级铠甲库,0=22=9,,2015,2,50,7=8=100|8=10=20,360,2,60,,
361,11,90级铠甲库,0=24=9,,2016,2,50,7=8=100|8=10=20,361,2,60,5000|7000,
362,11,90级铠甲库,0=47=750,,2055,2,50,555=620=90|620=751=10,362,3,60,2000|3000|4000|5000|6000|7000|3201,
363,11,90级铠甲库,0=49=100,,2056,2,50,82=92=100|92=101=20,363,3,60,,
364,11,90级铠甲库,0=32=10,,2057,2,50,8=9=100|9=11=20,364,3,60,,
365,11,90级铠甲库,0=41=10,,2058,2,50,8=9=100|9=11=20,365,3,60,,
366,11,90级铠甲库,0=57=10,,2061,2,50,8=9=100|9=11=20,366,3,60,,
367,11,90级铠甲库,1=710018041=0,,2077,3,512,1=1=1,367,1,60,2000|3000|6000|3201,
368,11,90级铠甲库,1=710018142=0,,2077,3,256,1=1=1,368,1,60,2000|3000|6000|3201,100
369,11,90级铠甲库,1=710018243=0,,2077,3,128,1=1=1,369,1,60,2000|3000|6000|3201,200
370,11,90级铠甲库,1=710018344=0,,2077,3,64,1=1=1,370,1,60,2000|3000|6000|3201,500
371,11,90级铠甲库,1=710020061=0,,2091,3,512,1=1=1,371,1,60,2000|3000|4000|5000|6000|7000|3201,
372,11,90级铠甲库,1=710020162=0,,2091,3,256,1=1=1,372,1,60,2000|3000|4000|5000|6000|7000|3201,100
373,11,90级铠甲库,1=710020263=0,,2091,3,128,1=1=1,373,1,60,2000|3000|4000|5000|6000|7000|3201,200
374,11,90级铠甲库,1=710020364=0,,2091,3,64,1=1=1,374,1,60,2000|3000|4000|5000|6000|7000|3201,500
375,11,90级铠甲库,1=710022081=0,,2098,3,512,1=1=1,375,1,60,2000|3000|4000|5000|6000|7000|3201,
376,11,90级铠甲库,1=710022182=0,,2098,3,256,1=1=1,376,1,60,2000|3000|4000|5000|6000|7000|3201,100
377,11,90级铠甲库,1=710022283=0,,2098,3,128,1=1=1,377,1,60,2000|3000|4000|5000|6000|7000|3201,200
378,11,90级铠甲库,1=710022384=0,,2098,3,64,1=1=1,378,1,60,2000|3000|4000|5000|6000|7000|3201,500
379,11,90级铠甲库,1=710019051=0,,2105,3,512,1=1=1,379,1,60,2000|3000|4000|5000|6000|7000|3201,
380,11,90级铠甲库,1=710019152=0,,2105,3,256,1=1=1,380,1,60,2000|3000|4000|5000|6000|7000|3201,100
381,11,90级铠甲库,1=710019253=0,,2105,3,128,1=1=1,381,1,60,2000|3000|4000|5000|6000|7000|3201,200
382,11,90级铠甲库,1=710019354=0,,2105,3,64,1=1=1,382,1,60,2000|3000|4000|5000|6000|7000|3201,500
383,11,90级铠甲库,1=710021071=0,,2084,3,512,1=1=1,383,1,60,,
384,11,90级铠甲库,1=710021172=0,,2084,3,256,1=1=1,384,1,60,,100
385,11,90级铠甲库,1=710021273=0,,2084,3,128,1=1=1,385,1,60,,200
386,11,90级铠甲库,1=710021374=0,,2084,3,64,1=1=1,386,1,60,,500
387,12,100级铠甲库,0=22=10,,2015,1,50,3=5=500|5=6=400|6=7=100,387,2,60,,
388,12,100级铠甲库,0=24=10,,2016,1,50,3=5=500|5=6=400|6=7=100,388,2,60,5000|7000,
389,12,100级铠甲库,0=47=900,,2055,1,50,150=413=500|413=563=450|563=713=50,389,3,60,2000|3000|4000|5000|6000|7000|3201,
390,12,100级铠甲库,0=49=120,,2056,1,50,60=75=500|75=87=400|87=95=100,390,3,60,,
391,12,100级铠甲库,0=32=12,,2057,1,50,4=6=500|6=8=400|8=9=99,391,3,60,,
392,12,100级铠甲库,0=41=12,,2058,1,40,4=6=500|6=8=400|8=9=99,392,3,60,,
393,12,100级铠甲库,0=57=12,,2061,1,50,4=6=500|6=8=400|8=9=99,393,3,60,,
394,12,100级铠甲库,0=22=10,,2015,2,50,7=8=100|8=9=60|9=10=15|10=11=5,394,2,60,,
395,12,100级铠甲库,0=24=10,,2016,2,50,7=8=100|8=9=60|9=10=15|10=11=5,395,2,60,5000|7000,
396,12,100级铠甲库,0=47=900,,2055,2,50,713=825=90|825=901=10,396,3,60,2000|3000|4000|5000|6000|7000|3201,
397,12,100级铠甲库,0=49=120,,2056,2,50,95=114=100|114=121=20,397,3,60,,
398,12,100级铠甲库,0=32=12,,2057,2,50,9=10=100|10=11=60|11=12=15|12=13=5,398,3,60,,
399,12,100级铠甲库,0=41=12,,2058,2,40,9=10=100|10=11=60|11=12=15|12=13=5,399,3,60,,
400,12,100级铠甲库,0=57=12,,2061,2,50,9=10=100|10=11=60|11=12=15|12=13=5,400,3,60,,
401,12,100级铠甲库,1=710018142=0,,2079,3,160,1=1=1,401,1,60,2000|3000|6000|3201,
402,12,100级铠甲库,1=710018243=0,,2079,3,85,1=1=1,402,1,60,2000|3000|6000|3201,100
403,12,100级铠甲库,1=710018344=0,,2079,3,35,1=1=1,403,1,60,2000|3000|6000|3201,200
404,12,100级铠甲库,1=710018445=0,,2079,3,15,1=1=1,404,1,60,2000|3000|6000|3201,500
405,12,100级铠甲库,1=710018546=0,,2079,3,5,1=1=1,405,1,60,2000|3000|6000|3201,850
406,12,100级铠甲库,1=710020162=0,,2093,3,160,1=1=1,406,1,60,2000|3000|4000|5000|6000|7000|3201,
407,12,100级铠甲库,1=710020263=0,,2093,3,85,1=1=1,407,1,60,2000|3000|4000|5000|6000|7000|3201,100
408,12,100级铠甲库,1=710020364=0,,2093,3,35,1=1=1,408,1,60,2000|3000|4000|5000|6000|7000|3201,200
409,12,100级铠甲库,1=710020465=0,,2093,3,15,1=1=1,409,1,60,2000|3000|4000|5000|6000|7000|3201,500
410,12,100级铠甲库,1=710020566=0,,2093,3,5,1=1=1,410,1,60,2000|3000|4000|5000|6000|7000|3201,850
411,12,100级铠甲库,1=710022182=0,,2100,3,160,1=1=1,411,1,60,2000|3000|4000|5000|6000|7000|3201,
412,12,100级铠甲库,1=710022283=0,,2100,3,85,1=1=1,412,1,60,2000|3000|4000|5000|6000|7000|3201,100
413,12,100级铠甲库,1=710022384=0,,2100,3,35,1=1=1,413,1,60,2000|3000|4000|5000|6000|7000|3201,200
414,12,100级铠甲库,1=710022485=0,,2100,3,15,1=1=1,414,1,60,2000|3000|4000|5000|6000|7000|3201,500
415,12,100级铠甲库,1=710022586=0,,2100,3,5,1=1=1,415,1,60,2000|3000|4000|5000|6000|7000|3201,850
416,12,100级铠甲库,1=710019152=0,,2107,3,160,1=1=1,416,1,60,2000|3000|4000|5000|6000|7000|3201,
417,12,100级铠甲库,1=710019253=0,,2107,3,85,1=1=1,417,1,60,2000|3000|4000|5000|6000|7000|3201,100
418,12,100级铠甲库,1=710019354=0,,2107,3,35,1=1=1,418,1,60,2000|3000|4000|5000|6000|7000|3201,200
419,12,100级铠甲库,1=710019455=0,,2107,3,15,1=1=1,419,1,60,2000|3000|4000|5000|6000|7000|3201,500
420,12,100级铠甲库,1=710019556=0,,2107,3,5,1=1=1,420,1,60,2000|3000|4000|5000|6000|7000|3201,850
421,12,100级铠甲库,1=710021172=0,,2086,3,160,1=1=1,421,1,60,,
422,12,100级铠甲库,1=710021273=0,,2086,3,85,1=1=1,422,1,60,,100
423,12,100级铠甲库,1=710021374=0,,2086,3,35,1=1=1,423,1,60,,200
424,12,100级铠甲库,1=710021475=0,,2086,3,15,1=1=1,424,1,60,,500
425,12,100级铠甲库,1=710021576=0,,2086,3,5,1=1=1,425,1,60,,850
426,13,70级披风库,0=16=6,,2012,1,50,1=2=500|2=3=400|3=4=100,426,2,60,3000|4000,
427,13,70级披风库,0=22=6,,2015,1,50,1=2=500|2=3=400|3=4=100,427,2,60,,
428,13,70级披风库,0=24=6,,2016,1,50,1=2=500|2=3=400|3=4=100,428,2,60,5000|7000,
429,13,70级披风库,0=47=350,,2055,1,50,1=125=500|125=200=400|200=250=100,429,3,60,2000|3000|4000|5000|6000|7000|3201,
430,13,70级披风库,0=49=80,,2056,1,50,1=28=500|28=44=400|44=56=100,430,3,60,,
431,13,70级披风库,0=41=6,,2058,1,50,1=2=500|2=3=400|3=4=100,431,3,60,,
432,13,70级披风库,0=53=5,,2059,1,50,1=2=500|2=3=400|3=4=100,432,3,60,,
433,13,70级披风库,0=16=6,,2012,2,50,4=6=100|6=7=20,433,2,60,3000|4000,
434,13,70级披风库,0=22=6,,2015,2,50,4=6=100|6=7=20,434,2,60,,
435,13,70级披风库,0=24=6,,2016,2,50,4=6=100|6=7=20,435,2,60,5000|7000,
436,13,70级披风库,0=47=350,,2055,2,50,250=315=100|315=351=20,436,3,60,2000|3000|4000|5000|6000|7000|3201,
437,13,70级披风库,0=49=80,,2056,2,50,56=72=100|72=81=20,437,3,60,,
438,13,70级披风库,0=41=6,,2058,2,50,4=6=100|6=7=20,438,3,60,,
439,13,70级披风库,0=53=5,,2059,2,50,4=5=100|5=6=20,439,3,60,,
440,13,70级披风库,1=710018041=0,,2076,3,512,1=1=1,440,1,60,2000|3000|6000|3201,
441,13,70级披风库,1=710018142=0,,2076,3,256,1=1=1,441,1,60,2000|3000|6000|3201,
442,13,70级披风库,1=710018243=0,,2076,3,128,1=1=1,442,1,60,2000|3000|6000|3201,
443,13,70级披风库,1=710020061=0,,2090,3,512,1=1=1,443,1,60,2000|3000|4000|5000|6000|7000|3201,
444,13,70级披风库,1=710020162=0,,2090,3,256,1=1=1,444,1,60,2000|3000|4000|5000|6000|7000|3201,
445,13,70级披风库,1=710020263=0,,2090,3,128,1=1=1,445,1,60,2000|3000|4000|5000|6000|7000|3201,
446,13,70级披风库,1=710022081=0,,2097,3,512,1=1=1,446,1,60,2000|3000|4000|5000|6000|7000|3201,
447,13,70级披风库,1=710022182=0,,2097,3,256,1=1=1,447,1,60,2000|3000|4000|5000|6000|7000|3201,
448,13,70级披风库,1=710022283=0,,2097,3,128,1=1=1,448,1,60,2000|3000|4000|5000|6000|7000|3201,
449,13,70级披风库,1=710019051=0,,2104,3,512,1=1=1,449,1,60,2000|3000|4000|5000|6000|7000|3201,
450,13,70级披风库,1=710019152=0,,2104,3,256,1=1=1,450,1,60,2000|3000|4000|5000|6000|7000|3201,
451,13,70级披风库,1=710019253=0,,2104,3,128,1=1=1,451,1,60,2000|3000|4000|5000|6000|7000|3201,
452,13,70级披风库,1=710021071=0,,2083,3,512,1=1=1,452,1,60,,
453,13,70级披风库,1=710021172=0,,2083,3,256,1=1=1,453,1,60,,
454,13,70级披风库,1=710021273=0,,2083,3,128,1=1=1,454,1,60,,
455,14,80级披风库,0=16=7,,2012,1,50,2=3=500|3=4=400|4=5=100,455,2,60,3000|4000,
456,14,80级披风库,0=22=7,,2015,1,50,2=3=500|3=4=400|4=5=100,456,2,60,,
457,14,80级披风库,0=24=7,,2016,1,50,2=3=500|3=4=400|4=5=100,457,2,60,5000|7000,
458,14,80级披风库,0=47=450,,2055,1,50,30=160=500|160=265=400|265=330=100,458,3,60,2000|3000|4000|5000|6000|7000|3201,
459,14,80级披风库,0=49=100,,2056,1,50,20=48=500|48=64=400|64=76=100,459,3,60,,
460,14,80级披风库,0=41=8,,2058,1,50,3=4=500|4=5=400|5=6=100,460,3,60,,
461,14,80级披风库,0=53=6,,2059,1,50,2=3=500|3=4=400|4=5=100,461,3,60,,
462,14,80级披风库,0=16=7,,2012,2,50,5=7=100|7=8=20,462,2,60,3000|4000,
463,14,80级披风库,0=22=7,,2015,2,50,5=7=100|7=8=20,463,2,60,,
464,14,80级披风库,0=24=7,,2016,2,50,5=7=100|7=8=20,464,2,60,5000|7000,
465,14,80级披风库,0=47=450,,2055,2,50,330=410=100|410=451=20,465,3,60,2000|3000|4000|5000|6000|7000|3201,
466,14,80级披风库,0=49=100,,2056,2,50,76=92=100|92=101=20,466,3,60,,
467,14,80级披风库,0=41=8,,2058,2,50,6=8=100|8=9=20,467,3,60,,
468,14,80级披风库,0=53=6,,2059,2,50,5=6=100|6=7=20,468,3,60,,
469,14,80级披风库,1=710018041=0,,2076,3,512,1=1=1,469,1,60,2000|3000|6000|3201,
470,14,80级披风库,1=710018142=0,,2076,3,256,1=1=1,470,1,60,2000|3000|6000|3201,
471,14,80级披风库,1=710018243=0,,2076,3,128,1=1=1,471,1,60,2000|3000|6000|3201,
472,14,80级披风库,1=710020061=0,,2090,3,512,1=1=1,472,1,60,2000|3000|4000|5000|6000|7000|3201,
473,14,80级披风库,1=710020162=0,,2090,3,256,1=1=1,473,1,60,2000|3000|4000|5000|6000|7000|3201,
474,14,80级披风库,1=710020263=0,,2090,3,128,1=1=1,474,1,60,2000|3000|4000|5000|6000|7000|3201,
475,14,80级披风库,1=710022081=0,,2097,3,512,1=1=1,475,1,60,2000|3000|4000|5000|6000|7000|3201,
476,14,80级披风库,1=710022182=0,,2097,3,256,1=1=1,476,1,60,2000|3000|4000|5000|6000|7000|3201,
477,14,80级披风库,1=710022283=0,,2097,3,128,1=1=1,477,1,60,2000|3000|4000|5000|6000|7000|3201,
478,14,80级披风库,1=710019051=0,,2104,3,512,1=1=1,478,1,60,2000|3000|4000|5000|6000|7000|3201,
479,14,80级披风库,1=710019152=0,,2104,3,256,1=1=1,479,1,60,2000|3000|4000|5000|6000|7000|3201,
480,14,80级披风库,1=710019253=0,,2104,3,128,1=1=1,480,1,60,2000|3000|4000|5000|6000|7000|3201,
481,14,80级披风库,1=710021071=0,,2083,3,512,1=1=1,481,1,60,,
482,14,80级披风库,1=710021172=0,,2083,3,256,1=1=1,482,1,60,,
483,14,80级披风库,1=710021273=0,,2083,3,128,1=1=1,483,1,60,,
484,15,90级披风库,0=16=8,,2012,1,50,3=4=500|4=5=400|5=6=100,484,2,60,3000|4000,
485,15,90级披风库,0=22=8,,2015,1,50,3=4=500|4=5=400|5=6=100,485,2,60,,
486,15,90级披风库,0=24=8,,2016,1,50,3=4=500|4=5=400|5=6=100,486,2,60,5000|7000,
487,15,90级披风库,0=47=550,,2055,1,50,80=245=500|245=335=400|335=410=100,487,3,60,2000|3000|4000|5000|6000|7000|3201,
488,15,90级披风库,0=49=125,,2056,1,50,40=65=500|65=76=400|76=90=100,488,3,60,,
489,15,90级披风库,0=41=10,,2058,1,50,5=6=500|6=7=400|7=8=100,489,3,60,,
490,15,90级披风库,0=53=7,,2059,1,50,3=4=500|4=5=400|5=6=100,490,3,60,,
491,15,90级披风库,0=16=8,,2012,2,50,6=8=100|8=9=20,491,2,60,3000|4000,
492,15,90级披风库,0=22=8,,2015,2,50,6=8=100|8=9=20,492,2,60,,
493,15,90级披风库,0=24=8,,2016,2,50,6=8=100|8=9=20,493,2,60,5000|7000,
494,15,90级披风库,0=47=550,,2055,2,50,410=490=100|490=551=20,494,3,60,2000|3000|4000|5000|6000|7000|3201,
495,15,90级披风库,0=49=125,,2056,2,50,90=110=100|110=126=20,495,3,60,,
496,15,90级披风库,0=41=10,,2058,2,50,8=10=100|10=11=20,496,3,60,,
497,15,90级披风库,0=53=7,,2059,2,50,6=7=100|7=8=20,497,3,60,,
498,15,90级披风库,1=710018041=0,,2077,3,512,1=1=1,498,1,60,2000|3000|6000|3201,
499,15,90级披风库,1=710018142=0,,2077,3,256,1=1=1,499,1,60,2000|3000|6000|3201,100
500,15,90级披风库,1=710018243=0,,2077,3,128,1=1=1,500,1,60,2000|3000|6000|3201,200
501,15,90级披风库,1=710018344=0,,2077,3,64,1=1=1,501,1,60,2000|3000|6000|3201,500
502,15,90级披风库,1=710020061=0,,2091,3,512,1=1=1,502,1,60,2000|3000|4000|5000|6000|7000|3201,
503,15,90级披风库,1=710020162=0,,2091,3,256,1=1=1,503,1,60,2000|3000|4000|5000|6000|7000|3201,100
504,15,90级披风库,1=710020263=0,,2091,3,128,1=1=1,504,1,60,2000|3000|4000|5000|6000|7000|3201,200
505,15,90级披风库,1=710020364=0,,2091,3,64,1=1=1,505,1,60,2000|3000|4000|5000|6000|7000|3201,500
506,15,90级披风库,1=710022081=0,,2098,3,512,1=1=1,506,1,60,2000|3000|4000|5000|6000|7000|3201,
507,15,90级披风库,1=710022182=0,,2098,3,256,1=1=1,507,1,60,2000|3000|4000|5000|6000|7000|3201,100
508,15,90级披风库,1=710022283=0,,2098,3,128,1=1=1,508,1,60,2000|3000|4000|5000|6000|7000|3201,200
509,15,90级披风库,1=710022384=0,,2098,3,64,1=1=1,509,1,60,2000|3000|4000|5000|6000|7000|3201,500
510,15,90级披风库,1=710019051=0,,2105,3,512,1=1=1,510,1,60,2000|3000|4000|5000|6000|7000|3201,
511,15,90级披风库,1=710019152=0,,2105,3,256,1=1=1,511,1,60,2000|3000|4000|5000|6000|7000|3201,100
512,15,90级披风库,1=710019253=0,,2105,3,128,1=1=1,512,1,60,2000|3000|4000|5000|6000|7000|3201,200
513,15,90级披风库,1=710019354=0,,2105,3,64,1=1=1,513,1,60,2000|3000|4000|5000|6000|7000|3201,500
514,15,90级披风库,1=710021071=0,,2084,3,512,1=1=1,514,1,60,,
515,15,90级披风库,1=710021172=0,,2084,3,256,1=1=1,515,1,60,,100
516,15,90级披风库,1=710021273=0,,2084,3,128,1=1=1,516,1,60,,200
517,15,90级披风库,1=710021374=0,,2084,3,64,1=1=1,517,1,60,,500
518,16,100级披风库,0=16=10,,2012,1,50,3=5=500|5=6=400|6=7=100,518,2,60,3000|4000,
519,16,100级披风库,0=22=10,,2015,1,50,3=5=500|5=6=400|6=7=100,519,2,60,,
520,16,100级披风库,0=24=10,,2016,1,50,3=5=500|5=6=400|6=7=100,520,2,60,5000|7000,
521,16,100级披风库,0=47=650,,2055,1,50,120=300=500|300=400=400|400=480=100,521,3,60,2000|3000|4000|5000|6000|7000|3201,
522,16,100级披风库,0=49=150,,2056,1,40,60=90=500|90=106=400|106=115=100,522,3,60,,
523,16,100级披风库,0=41=12,,2058,1,40,5=7=500|7=8=400|8=9=100,523,3,60,,
