ID,AwardId,ItemIds
954,3300050,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
955,3300060,3022002|3020001|3020002|2034001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|2031004|2010008|101|2090021|2090020
956,3300070,3022002|3020001|3020002|2034001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|2031004|2010008|101|2090021|2090020
957,3300080,3022002|2090003|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|2031004|2010008|101|2090021|2090020|2034001|3024022|3024023|3024024
958,3300090,3022002|3020001|3020002|2034001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|2031004|2010008|101|2090021|2090020
959,3300100,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
960,3300110,3022011|3022019|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
961,3300120,3022011|3022019|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
962,3300130,3022011|3022019|3022002|2090003|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020|2034001|3024022|3024023|3024024
963,3300140,3022011|3022019|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
964,3300150,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
965,3300160,3022011|3022019|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
966,3300170,3022011|3022019|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
967,3300180,3022011|3022019|3022002|2090003|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020|2034001|3024022|3024023|3024024
968,3300190,3022011|3022019|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
969,3300200,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
970,3300210,3022012|3022020|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
971,3300220,3022012|3022020|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
972,3300230,3022012|3022020|3022011|3022019|2090003|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020|2034001|3024022|3024023|3024024
973,3300240,3022012|3022020|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
974,3300250,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
975,3300260,3022012|3022020|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
976,3300270,3022012|3022020|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
977,3300280,3022012|3022020|3022011|3022019|2090003|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020|2034001|3024022|3024023|3024024
978,3300290,3022012|3022020|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
979,3300300,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
980,3300310,3022013|3022021|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
981,3300320,3022013|3022021|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
982,3300330,3022013|3022021|3022012|3022020|3022019|3022011|2090003|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020|2034001|3024022|3024023|3024024
983,3300340,3022013|3022021|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
984,3300350,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
985,3300360,3022013|3022021|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
986,3300370,3022013|3022021|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
987,3300380,3022013|3022021|3022012|3022020|3022019|3022011|2090003|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020|2034001|3024022|3024023|3024024
988,3300390,3022013|3022021|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
989,3300400,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
990,3300410,3022014|3022022|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
991,3300420,3022014|3022022|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
992,3300430,3022014|3022022|3022013|3022021|3022019|3022011|2090003|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020|2034001|3024022|3024023|3024024
993,3300440,3022014|3022022|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
994,3300450,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
995,3300460,3022014|3022022|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
996,3300470,3022014|3022022|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
997,3300480,3022014|3022022|3022013|3022021|3022019|3022011|2090003|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020|2034001|3024022|3024023|3024024
998,3300490,3022014|3022022|3020001|3020002|2034001|3021001|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2090020
999,3300500,1270009|1270012|3020010|3020008|3020009|1270008|1270010|2060109|2060011|3020007|1270006|1270007|2060009|2060010|2090003|3023002|2090025|3027004|3020003|3020004|1290013|1290014|1290015|1290016|1290017|1290018|1290007|1290008|1290009|1290010|1290011|1290012|1280007|1280008|1280009|1280010|1280011|1280012|1290001|1290002|1290003|1290006|1290004|1290005|1280001|1280002|1280003|1280004|1280005|1280006|2031004|2010008|101|2090021|2034001|2034002|3024022|3024023|3024024
1000,3310010,2034001|2035002|101
1001,3310020,2034001|2035002|101
1002,3310030,2034001|2035002|101
1003,3310040,2034001|2035002|101
1004,3310050,2090003|2035002|101
1005,3310060,2034002|2035002|101
1006,3310070,2034002|2035002|101
1007,3310080,2034002|2035002|101
1008,3310090,2034002|2035002|101
1009,3310100,2090003|2035002|101
1010,3320010,5030007|1170002
1011,3320020,5020002|1170003
1012,3320030,5070012|3023003
1013,3320040,5040003|1170005
1014,3320050,5030019|1170027
1015,3320060,5020004|1170013
1016,3320070,4010017|1190002
1017,3320080,5070007|1170012
1018,3320090,5010011|1170007
1019,3320100,5010037|3023003
1020,3320110,5060019|1170019
1021,3320120,5050009|1190004
1022,3320130,5010053|3023003
1023,3320140,5050011|3023003
1024,3320150,5010018|1170031
1025,3320160,5010058|3023003
1026,3400010,501|101|3020007|1270006|1270007|2060009|2060010|3023002|2090025|3027004|3023001|1270002|1270001|2090019|2035002|3020003|3020004|1270008|1270010|2060109|2060011|1270009|1270012|3020010|3020008|3020009
1027,3400020,501|101|3020007|1270006|1270007|2060009|2060010|3020002|3023001|1270002|1270001|2090019|2035002|3020003|3020004|3020001|2034001
1028,3410010,501|101|3020007|1270006|1270007|2060009|2060010|3023002|2090025|3027004|3023001|1270002|1270001|2090019|2035002|3020003|3020004|1270008|1270010|2060109|2060011|1270009|1270012|3020010|3020008|3020009
1029,3410020,501|101|3020007|1270006|1270007|2060009|2060010|3023002|2090025|3027004|3023001|1270002|1270001|2090019|2035002|3020003|3020004|1270008|1270010|2060109|2060011|1270009|1270012|3020010|3020008|3020009
1030,3410030,501|101|3020007|1270006|1270007|2060009|2060010|3023002|2090025|3027004|3023001|1270002|1270001|2090019|2035002|3020003|3020004|1270008|1270010|2060109|2060011|1270009|1270012|3020010|3020008|3020009
1031,3410040,501|101|3020007|1270006|1270007|2060009|2060010|3023002|2090025|3027004|3023001|1270002|1270001|2090019|2035002|3020003|3020004|1270008|1270010|2060109|2060011|1270009|1270012|3020010|3020008|3020009
1032,3410050,501|101|3020007|1270006|1270007|2060009|2060010|3023002|2090025|3027004|3023001|1270002|1270001|2090019|2035002|3020003|3020004|1270008|1270010|2060109|2060011|1270009|1270012|3020010|3020008|3020009
1033,3410060,501|101|3020007|1270006|1270007|2060009|2060010|3023002|2090025|3027004|3023001|1270002|1270001|2090019|2035002|3020003|3020004|1270008|1270010|2060109|2060011|1270009|1270012|3020010|3020008|3020009
1034,3410070,501|101
1035,3410080,501|101
1036,3500010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1037,3500020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1038,3500030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1039,3500040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1040,3500050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1041,3500060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1042,3500070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1043,3500080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1044,3500090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1045,3500100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1046,3500110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1047,3500120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1048,3500130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1049,3500140,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1050,3500150,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1051,3500160,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1052,3500170,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1053,3500180,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1054,3500190,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1055,3500200,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1056,3500210,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1057,3500220,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1058,3500230,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1059,3500240,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1060,3500250,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1061,3500260,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1062,3500270,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1063,3500280,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1064,3500290,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1065,3500300,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1066,3510010,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1067,3510020,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1068,3510030,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1069,3510040,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1070,3510050,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1071,3510060,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1072,3510070,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1073,3510080,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1074,3510090,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1075,3510100,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1076,3510110,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1077,3510120,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
1078,3510130,101|201|202|3027001|3023001|1270002|1270001|2090019|3020007|1270006|1270007|2060009|2060010|1270008|1270010|2060109|2060011|2035002|3027004|3020003|3020004|1270009|1270012|3020010|3020008|3020009
