Id,ProfessionId,SkillName,SkillQuality,BuffId,Attrdec,SkillLimit,BornWeight,ComposeWeight,TimesLimit
1085,6000,协处理器激活Lv5,3,6001405,杀死敌人时，会使你的下一个技能吟唱时间减少15%,5,0,0,0
1086,7000,协处理器激活Lv5,3,6001405,杀死敌人时，会使你的下一个技能吟唱时间减少15%,5,0,0,0
1087,2000,协处理器激活Lv6,3,6001406,杀死敌人时，会使你的下一个技能吟唱时间减少18%,6,0,0,0
1088,3000,协处理器激活Lv6,3,6001406,杀死敌人时，会使你的下一个技能吟唱时间减少18%,6,0,0,0
1089,4000,协处理器激活Lv6,3,6001406,杀死敌人时，会使你的下一个技能吟唱时间减少18%,6,0,0,0
1090,5000,协处理器激活Lv6,3,6001406,杀死敌人时，会使你的下一个技能吟唱时间减少18%,6,0,0,0
1091,6000,协处理器激活Lv6,3,6001406,杀死敌人时，会使你的下一个技能吟唱时间减少18%,6,0,0,0
1092,7000,协处理器激活Lv6,3,6001406,杀死敌人时，会使你的下一个技能吟唱时间减少18%,6,0,0,0
1093,2000,协处理器激活Lv7,3,6001407,杀死敌人时，会使你的下一个技能吟唱时间减少21%,7,0,0,0
1094,3000,协处理器激活Lv7,3,6001407,杀死敌人时，会使你的下一个技能吟唱时间减少21%,7,0,0,0
1095,4000,协处理器激活Lv7,3,6001407,杀死敌人时，会使你的下一个技能吟唱时间减少21%,7,0,0,0
1096,5000,协处理器激活Lv7,3,6001407,杀死敌人时，会使你的下一个技能吟唱时间减少21%,7,0,0,0
1097,6000,协处理器激活Lv7,3,6001407,杀死敌人时，会使你的下一个技能吟唱时间减少21%,7,0,0,0
1098,7000,协处理器激活Lv7,3,6001407,杀死敌人时，会使你的下一个技能吟唱时间减少21%,7,0,0,0
1099,2000,协处理器激活Lv8,3,6001408,杀死敌人时，会使你的下一个技能吟唱时间减少24%,8,0,0,0
1100,3000,协处理器激活Lv8,3,6001408,杀死敌人时，会使你的下一个技能吟唱时间减少24%,8,0,0,0
1101,4000,协处理器激活Lv8,3,6001408,杀死敌人时，会使你的下一个技能吟唱时间减少24%,8,0,0,0
1102,5000,协处理器激活Lv8,3,6001408,杀死敌人时，会使你的下一个技能吟唱时间减少24%,8,0,0,0
1103,6000,协处理器激活Lv8,3,6001408,杀死敌人时，会使你的下一个技能吟唱时间减少24%,8,0,0,0
1104,7000,协处理器激活Lv8,3,6001408,杀死敌人时，会使你的下一个技能吟唱时间减少24%,8,0,0,0
1105,2000,协处理器激活Lv9,4,6001409,杀死敌人时，会使你的下一个技能吟唱时间减少27%,9,0,0,0
1106,3000,协处理器激活Lv9,4,6001409,杀死敌人时，会使你的下一个技能吟唱时间减少27%,9,0,0,0
1107,4000,协处理器激活Lv9,4,6001409,杀死敌人时，会使你的下一个技能吟唱时间减少27%,9,0,0,0
1108,5000,协处理器激活Lv9,4,6001409,杀死敌人时，会使你的下一个技能吟唱时间减少27%,9,0,0,0
1109,6000,协处理器激活Lv9,4,6001409,杀死敌人时，会使你的下一个技能吟唱时间减少27%,9,0,0,0
1110,7000,协处理器激活Lv9,4,6001409,杀死敌人时，会使你的下一个技能吟唱时间减少27%,9,0,0,0
1111,2000,协处理器激活Lv10,4,6001410,杀死敌人时，会使你的下一个技能吟唱时间减少30%,10,0,0,0
1112,3000,协处理器激活Lv10,4,6001410,杀死敌人时，会使你的下一个技能吟唱时间减少30%,10,0,0,0
1113,4000,协处理器激活Lv10,4,6001410,杀死敌人时，会使你的下一个技能吟唱时间减少30%,10,0,0,0
1114,5000,协处理器激活Lv10,4,6001410,杀死敌人时，会使你的下一个技能吟唱时间减少30%,10,0,0,0
1115,6000,协处理器激活Lv10,4,6001410,杀死敌人时，会使你的下一个技能吟唱时间减少30%,10,0,0,0
1116,7000,协处理器激活Lv10,4,6001410,杀死敌人时，会使你的下一个技能吟唱时间减少30%,10,0,0,0
1117,2000,核心超频Lv.1,2,6001601,释放技能时可能大成功，伤害增加5~20%，也可能失败，伤害减少5~10%,1,0,0,0
1118,3000,核心超频Lv.1,2,6001601,释放技能时可能大成功，伤害增加5~20%，也可能失败，伤害减少5~10%,1,0,0,0
1119,4000,核心超频Lv.1,2,6001601,释放技能时可能大成功，伤害增加5~20%，也可能失败，伤害减少5~10%,1,0,0,0
1120,5000,核心超频Lv.1,2,6001601,释放技能时可能大成功，伤害增加5~20%，也可能失败，伤害减少5~10%,1,0,0,0
1121,6000,核心超频Lv.1,2,6001601,释放技能时可能大成功，伤害增加5~20%，也可能失败，伤害减少5~10%,1,0,0,0
1122,7000,核心超频Lv.1,2,6001601,释放技能时可能大成功，伤害增加5~20%，也可能失败，伤害减少5~10%,1,0,0,0
1123,2000,核心超频Lv.2,2,6001602,释放技能时可能大成功，伤害增加5~24%，也可能失败，伤害减少5~10%,2,0,0,0
1124,3000,核心超频Lv.2,2,6001602,释放技能时可能大成功，伤害增加5~24%，也可能失败，伤害减少5~10%,2,0,0,0
1125,4000,核心超频Lv.2,2,6001602,释放技能时可能大成功，伤害增加5~24%，也可能失败，伤害减少5~10%,2,0,0,0
1126,5000,核心超频Lv.2,2,6001602,释放技能时可能大成功，伤害增加5~24%，也可能失败，伤害减少5~10%,2,0,0,0
1127,6000,核心超频Lv.2,2,6001602,释放技能时可能大成功，伤害增加5~24%，也可能失败，伤害减少5~10%,2,0,0,0
1128,7000,核心超频Lv.2,2,6001602,释放技能时可能大成功，伤害增加5~24%，也可能失败，伤害减少5~10%,2,0,0,0
1129,2000,核心超频Lv.3,2,6001603,释放技能时可能大成功，伤害增加5~28%，也可能失败，伤害减少5~10%,3,0,0,0
1130,3000,核心超频Lv.3,2,6001603,释放技能时可能大成功，伤害增加5~28%，也可能失败，伤害减少5~10%,3,0,0,0
1131,4000,核心超频Lv.3,2,6001603,释放技能时可能大成功，伤害增加5~28%，也可能失败，伤害减少5~10%,3,0,0,0
1132,5000,核心超频Lv.3,2,6001603,释放技能时可能大成功，伤害增加5~28%，也可能失败，伤害减少5~10%,3,0,0,0
1133,6000,核心超频Lv.3,2,6001603,释放技能时可能大成功，伤害增加5~28%，也可能失败，伤害减少5~10%,3,0,0,0
1134,7000,核心超频Lv.3,2,6001603,释放技能时可能大成功，伤害增加5~28%，也可能失败，伤害减少5~10%,3,0,0,0
1135,2000,核心超频Lv4,2,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1136,3000,核心超频Lv4,2,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1137,4000,核心超频Lv4,2,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1138,5000,核心超频Lv4,2,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1139,6000,核心超频Lv4,2,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1140,7000,核心超频Lv4,2,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1141,2000,核心超频Lv4,3,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1142,3000,核心超频Lv4,3,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1143,4000,核心超频Lv4,3,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1144,5000,核心超频Lv4,3,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1145,6000,核心超频Lv4,3,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1146,7000,核心超频Lv4,3,6001604,释放技能时可能大成功，伤害增加5~32%，也可能失败，伤害减少5~10%,4,0,0,0
1147,2000,核心超频Lv5,3,6001605,释放技能时可能大成功，伤害增加5~36%，也可能失败，伤害减少5~10%,5,0,0,0
1148,3000,核心超频Lv5,3,6001605,释放技能时可能大成功，伤害增加5~36%，也可能失败，伤害减少5~10%,5,0,0,0
1149,4000,核心超频Lv5,3,6001605,释放技能时可能大成功，伤害增加5~36%，也可能失败，伤害减少5~10%,5,0,0,0
1150,5000,核心超频Lv5,3,6001605,释放技能时可能大成功，伤害增加5~36%，也可能失败，伤害减少5~10%,5,0,0,0
1151,6000,核心超频Lv5,3,6001605,释放技能时可能大成功，伤害增加5~36%，也可能失败，伤害减少5~10%,5,0,0,0
1152,7000,核心超频Lv5,3,6001605,释放技能时可能大成功，伤害增加5~36%，也可能失败，伤害减少5~10%,5,0,0,0
1153,2000,核心超频Lv6,3,6001606,释放技能时可能大成功，伤害增加5~40%，也可能失败，伤害减少5~10%,6,0,0,0
1154,3000,核心超频Lv6,3,6001606,释放技能时可能大成功，伤害增加5~40%，也可能失败，伤害减少5~10%,6,0,0,0
1155,4000,核心超频Lv6,3,6001606,释放技能时可能大成功，伤害增加5~40%，也可能失败，伤害减少5~10%,6,0,0,0
1156,5000,核心超频Lv6,3,6001606,释放技能时可能大成功，伤害增加5~40%，也可能失败，伤害减少5~10%,6,0,0,0
1157,6000,核心超频Lv6,3,6001606,释放技能时可能大成功，伤害增加5~40%，也可能失败，伤害减少5~10%,6,0,0,0
1158,7000,核心超频Lv6,3,6001606,释放技能时可能大成功，伤害增加5~40%，也可能失败，伤害减少5~10%,6,0,0,0
1159,2000,核心超频Lv7,3,6001607,释放技能时可能大成功，伤害增加5~44%，也可能失败，伤害减少5~10%,7,0,0,0
1160,3000,核心超频Lv7,3,6001607,释放技能时可能大成功，伤害增加5~44%，也可能失败，伤害减少5~10%,7,0,0,0
1161,4000,核心超频Lv7,3,6001607,释放技能时可能大成功，伤害增加5~44%，也可能失败，伤害减少5~10%,7,0,0,0
1162,5000,核心超频Lv7,3,6001607,释放技能时可能大成功，伤害增加5~44%，也可能失败，伤害减少5~10%,7,0,0,0
1163,6000,核心超频Lv7,3,6001607,释放技能时可能大成功，伤害增加5~44%，也可能失败，伤害减少5~10%,7,0,0,0
1164,7000,核心超频Lv7,3,6001607,释放技能时可能大成功，伤害增加5~44%，也可能失败，伤害减少5~10%,7,0,0,0
1165,2000,核心超频Lv8,4,6001608,释放技能时可能大成功，伤害增加5~50%，也可能失败，伤害减少5~10%,8,0,0,0
1166,3000,核心超频Lv8,4,6001608,释放技能时可能大成功，伤害增加5~50%，也可能失败，伤害减少5~10%,8,0,0,0
1167,4000,核心超频Lv8,4,6001608,释放技能时可能大成功，伤害增加5~50%，也可能失败，伤害减少5~10%,8,0,0,0
1168,5000,核心超频Lv8,4,6001608,释放技能时可能大成功，伤害增加5~50%，也可能失败，伤害减少5~10%,8,0,0,0
1169,6000,核心超频Lv8,4,6001608,释放技能时可能大成功，伤害增加5~50%，也可能失败，伤害减少5~10%,8,0,0,0
1170,7000,核心超频Lv8,4,6001608,释放技能时可能大成功，伤害增加5~50%，也可能失败，伤害减少5~10%,8,0,0,0
1171,2000,魔力波长逆转Lv.1,1,6001901,伤害随着施法距离增加，距离越近伤害越高，最多增加5%,1,0,0,0
1172,3000,魔力波长逆转Lv.1,1,6001901,伤害随着施法距离增加，距离越近伤害越高，最多增加5%,1,0,0,0
1173,4000,魔力波长逆转Lv.1,1,6001901,伤害随着施法距离增加，距离越近伤害越高，最多增加5%,1,0,0,0
1174,5000,魔力波长逆转Lv.1,1,6001901,伤害随着施法距离增加，距离越近伤害越高，最多增加5%,1,0,0,0
1175,6000,魔力波长逆转Lv.1,1,6001901,伤害随着施法距离增加，距离越近伤害越高，最多增加5%,1,0,0,0
1176,7000,魔力波长逆转Lv.1,1,6001901,伤害随着施法距离增加，距离越近伤害越高，最多增加5%,1,0,0,0
1177,2000,魔力波长逆转Lv.2,1,6001902,伤害随着施法距离增加，距离越近伤害越高，最多增加6%,2,0,0,0
1178,3000,魔力波长逆转Lv.2,1,6001902,伤害随着施法距离增加，距离越近伤害越高，最多增加6%,2,0,0,0
1179,4000,魔力波长逆转Lv.2,1,6001902,伤害随着施法距离增加，距离越近伤害越高，最多增加6%,2,0,0,0
1180,5000,魔力波长逆转Lv.2,1,6001902,伤害随着施法距离增加，距离越近伤害越高，最多增加6%,2,0,0,0
1181,6000,魔力波长逆转Lv.2,1,6001902,伤害随着施法距离增加，距离越近伤害越高，最多增加6%,2,0,0,0
1182,7000,魔力波长逆转Lv.2,1,6001902,伤害随着施法距离增加，距离越近伤害越高，最多增加6%,2,0,0,0
1183,2000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1184,3000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1185,4000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1186,5000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1187,6000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1188,7000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1189,2000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1190,3000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1191,4000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1192,5000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1193,6000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1194,7000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1195,2000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1196,3000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1197,4000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1198,5000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1199,6000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1200,7000,魔力波长逆转Lv.3,2,6001903,伤害随着施法距离增加，距离越近伤害越高，最多增加7%,3,0,0,0
1201,2000,魔力波长逆转Lv4,2,6001904,伤害随着施法距离增加，距离越近伤害越高，最多增加8%,4,0,0,0
1202,3000,魔力波长逆转Lv4,2,6001904,伤害随着施法距离增加，距离越近伤害越高，最多增加8%,4,0,0,0
1203,4000,魔力波长逆转Lv4,2,6001904,伤害随着施法距离增加，距离越近伤害越高，最多增加8%,4,0,0,0
1204,5000,魔力波长逆转Lv4,2,6001904,伤害随着施法距离增加，距离越近伤害越高，最多增加8%,4,0,0,0
1205,6000,魔力波长逆转Lv4,2,6001904,伤害随着施法距离增加，距离越近伤害越高，最多增加8%,4,0,0,0
1206,7000,魔力波长逆转Lv4,2,6001904,伤害随着施法距离增加，距离越近伤害越高，最多增加8%,4,0,0,0
1207,2000,魔力波长逆转Lv5,2,6001905,伤害随着施法距离增加，距离越近伤害越高，最多增加9%,5,0,0,0
1208,3000,魔力波长逆转Lv5,2,6001905,伤害随着施法距离增加，距离越近伤害越高，最多增加9%,5,0,0,0
1209,4000,魔力波长逆转Lv5,2,6001905,伤害随着施法距离增加，距离越近伤害越高，最多增加9%,5,0,0,0
1210,5000,魔力波长逆转Lv5,2,6001905,伤害随着施法距离增加，距离越近伤害越高，最多增加9%,5,0,0,0
1211,6000,魔力波长逆转Lv5,2,6001905,伤害随着施法距离增加，距离越近伤害越高，最多增加9%,5,0,0,0
1212,7000,魔力波长逆转Lv5,2,6001905,伤害随着施法距离增加，距离越近伤害越高，最多增加9%,5,0,0,0
1213,2000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1214,3000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1215,4000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1216,5000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1217,6000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1218,7000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1219,2000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1220,3000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1221,4000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1222,5000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1223,6000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1224,7000,魔力波长逆转Lv6,3,6001906,伤害随着施法距离增加，距离越近伤害越高，最多增加10%,6,0,0,0
1225,2000,魔力波长逆转Lv7,3,6001907,伤害随着施法距离增加，距离越近伤害越高，最多增加11%,7,0,0,0
1226,3000,魔力波长逆转Lv7,3,6001907,伤害随着施法距离增加，距离越近伤害越高，最多增加11%,7,0,0,0
1227,4000,魔力波长逆转Lv7,3,6001907,伤害随着施法距离增加，距离越近伤害越高，最多增加11%,7,0,0,0
1228,5000,魔力波长逆转Lv7,3,6001907,伤害随着施法距离增加，距离越近伤害越高，最多增加11%,7,0,0,0
1229,6000,魔力波长逆转Lv7,3,6001907,伤害随着施法距离增加，距离越近伤害越高，最多增加11%,7,0,0,0
1230,7000,魔力波长逆转Lv7,3,6001907,伤害随着施法距离增加，距离越近伤害越高，最多增加11%,7,0,0,0
1231,2000,魔力波长逆转Lv8,3,6001908,伤害随着施法距离增加，距离越近伤害越高，最多增加12%,8,0,0,0
1232,3000,魔力波长逆转Lv8,3,6001908,伤害随着施法距离增加，距离越近伤害越高，最多增加12%,8,0,0,0
1233,4000,魔力波长逆转Lv8,3,6001908,伤害随着施法距离增加，距离越近伤害越高，最多增加12%,8,0,0,0
1234,5000,魔力波长逆转Lv8,3,6001908,伤害随着施法距离增加，距离越近伤害越高，最多增加12%,8,0,0,0
1235,6000,魔力波长逆转Lv8,3,6001908,伤害随着施法距离增加，距离越近伤害越高，最多增加12%,8,0,0,0
1236,7000,魔力波长逆转Lv8,3,6001908,伤害随着施法距离增加，距离越近伤害越高，最多增加12%,8,0,0,0
1237,2000,魔力波长逆转Lv9,4,6001909,伤害随着施法距离增加，距离越近伤害越高，最多增加13%,9,0,0,0
1238,3000,魔力波长逆转Lv9,4,6001909,伤害随着施法距离增加，距离越近伤害越高，最多增加13%,9,0,0,0
1239,4000,魔力波长逆转Lv9,4,6001909,伤害随着施法距离增加，距离越近伤害越高，最多增加13%,9,0,0,0
1240,5000,魔力波长逆转Lv9,4,6001909,伤害随着施法距离增加，距离越近伤害越高，最多增加13%,9,0,0,0
1241,6000,魔力波长逆转Lv9,4,6001909,伤害随着施法距离增加，距离越近伤害越高，最多增加13%,9,0,0,0
1242,7000,魔力波长逆转Lv9,4,6001909,伤害随着施法距离增加，距离越近伤害越高，最多增加13%,9,0,0,0
1243,2000,魔力波长逆转Lv10,4,6001910,伤害随着施法距离增加，距离越近伤害越高，最多增加15%,10,0,0,0
1244,3000,魔力波长逆转Lv10,4,6001910,伤害随着施法距离增加，距离越近伤害越高，最多增加15%,10,0,0,0
1245,4000,魔力波长逆转Lv10,4,6001910,伤害随着施法距离增加，距离越近伤害越高，最多增加15%,10,0,0,0
1246,5000,魔力波长逆转Lv10,4,6001910,伤害随着施法距离增加，距离越近伤害越高，最多增加15%,10,0,0,0
1247,6000,魔力波长逆转Lv10,4,6001910,伤害随着施法距离增加，距离越近伤害越高，最多增加15%,10,0,0,0
1248,7000,魔力波长逆转Lv10,4,6001910,伤害随着施法距离增加，距离越近伤害越高，最多增加15%,10,0,0,0
1249,2000,魔力波长增幅Lv.1,1,6002001,伤害随着施法距离增加，距离越远伤害越高，最多增加5%,1,0,0,0
1250,3000,魔力波长增幅Lv.1,1,6002001,伤害随着施法距离增加，距离越远伤害越高，最多增加5%,1,0,0,0
1251,4000,魔力波长增幅Lv.1,1,6002001,伤害随着施法距离增加，距离越远伤害越高，最多增加5%,1,0,0,0
1252,5000,魔力波长增幅Lv.1,1,6002001,伤害随着施法距离增加，距离越远伤害越高，最多增加5%,1,0,0,0
1253,6000,魔力波长增幅Lv.1,1,6002001,伤害随着施法距离增加，距离越远伤害越高，最多增加5%,1,0,0,0
1254,7000,魔力波长增幅Lv.1,1,6002001,伤害随着施法距离增加，距离越远伤害越高，最多增加5%,1,0,0,0
1255,2000,魔力波长增幅Lv.2,1,6002002,伤害随着施法距离增加，距离越远伤害越高，最多增加6%,2,0,0,0
1256,3000,魔力波长增幅Lv.2,1,6002002,伤害随着施法距离增加，距离越远伤害越高，最多增加6%,2,0,0,0
1257,4000,魔力波长增幅Lv.2,1,6002002,伤害随着施法距离增加，距离越远伤害越高，最多增加6%,2,0,0,0
1258,5000,魔力波长增幅Lv.2,1,6002002,伤害随着施法距离增加，距离越远伤害越高，最多增加6%,2,0,0,0
1259,6000,魔力波长增幅Lv.2,1,6002002,伤害随着施法距离增加，距离越远伤害越高，最多增加6%,2,0,0,0
1260,7000,魔力波长增幅Lv.2,1,6002002,伤害随着施法距离增加，距离越远伤害越高，最多增加6%,2,0,0,0
1261,2000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1262,3000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1263,4000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1264,5000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1265,6000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1266,7000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1267,2000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1268,3000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1269,4000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1270,5000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1271,6000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1272,7000,魔力波长增幅Lv.3,2,6002003,伤害随着施法距离增加，距离越远伤害越高，最多增加7%,3,0,0,0
1273,2000,魔力波长增幅Lv4,2,6002004,伤害随着施法距离增加，距离越远伤害越高，最多增加8%,4,0,0,0
1274,3000,魔力波长增幅Lv4,2,6002004,伤害随着施法距离增加，距离越远伤害越高，最多增加8%,4,0,0,0
1275,4000,魔力波长增幅Lv4,2,6002004,伤害随着施法距离增加，距离越远伤害越高，最多增加8%,4,0,0,0
1276,5000,魔力波长增幅Lv4,2,6002004,伤害随着施法距离增加，距离越远伤害越高，最多增加8%,4,0,0,0
1277,6000,魔力波长增幅Lv4,2,6002004,伤害随着施法距离增加，距离越远伤害越高，最多增加8%,4,0,0,0
1278,7000,魔力波长增幅Lv4,2,6002004,伤害随着施法距离增加，距离越远伤害越高，最多增加8%,4,0,0,0
1279,2000,魔力波长增幅Lv5,2,6002005,伤害随着施法距离增加，距离越远伤害越高，最多增加9%,5,0,0,0
1280,3000,魔力波长增幅Lv5,2,6002005,伤害随着施法距离增加，距离越远伤害越高，最多增加9%,5,0,0,0
1281,4000,魔力波长增幅Lv5,2,6002005,伤害随着施法距离增加，距离越远伤害越高，最多增加9%,5,0,0,0
1282,5000,魔力波长增幅Lv5,2,6002005,伤害随着施法距离增加，距离越远伤害越高，最多增加9%,5,0,0,0
1283,6000,魔力波长增幅Lv5,2,6002005,伤害随着施法距离增加，距离越远伤害越高，最多增加9%,5,0,0,0
1284,7000,魔力波长增幅Lv5,2,6002005,伤害随着施法距离增加，距离越远伤害越高，最多增加9%,5,0,0,0
1285,2000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1286,3000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1287,4000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1288,5000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1289,6000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1290,7000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1291,2000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1292,3000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1293,4000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1294,5000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1295,6000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1296,7000,魔力波长增幅Lv6,3,6002006,伤害随着施法距离增加，距离越远伤害越高，最多增加10%,6,0,0,0
1297,2000,魔力波长增幅Lv7,3,6002007,伤害随着施法距离增加，距离越远伤害越高，最多增加11%,7,0,0,0
1298,3000,魔力波长增幅Lv7,3,6002007,伤害随着施法距离增加，距离越远伤害越高，最多增加11%,7,0,0,0
1299,4000,魔力波长增幅Lv7,3,6002007,伤害随着施法距离增加，距离越远伤害越高，最多增加11%,7,0,0,0
1300,5000,魔力波长增幅Lv7,3,6002007,伤害随着施法距离增加，距离越远伤害越高，最多增加11%,7,0,0,0
1301,6000,魔力波长增幅Lv7,3,6002007,伤害随着施法距离增加，距离越远伤害越高，最多增加11%,7,0,0,0
1302,7000,魔力波长增幅Lv7,3,6002007,伤害随着施法距离增加，距离越远伤害越高，最多增加11%,7,0,0,0
1303,2000,魔力波长增幅Lv8,3,6002008,伤害随着施法距离增加，距离越远伤害越高，最多增加12%,8,0,0,0
1304,3000,魔力波长增幅Lv8,3,6002008,伤害随着施法距离增加，距离越远伤害越高，最多增加12%,8,0,0,0
1305,4000,魔力波长增幅Lv8,3,6002008,伤害随着施法距离增加，距离越远伤害越高，最多增加12%,8,0,0,0
