CommoditID,SortID,CommoditName,OfClassList,InitialPrice,SellTax,NormalTax,PriceLimit,Enable,InitialStock,isPreviewed,PerPurchaseLimit,PerSellLimit,IsPublicity,DefaultState,InventoryRefreshType,NeedChangeState,ChangeStateDay,ChangeStateInventory1,ChangeStateInventory2,ShowUpperLimit,OpenSystemLev,PriceType,PublicityPriceType,DayPurchaseLimitDisplay,Fliter,LocalizationArea
4050006,205003,玛勒盗虫卡片,205,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,白色品质,
4050002,205004,木乃伊犬卡片,205,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050007,205005,转转蛋卡片,205,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4050004,205006,黑狐卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050003,205007,人鱼士兵卡片,205,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4050008,205008,鬼女卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050012,205009,狂暴野猫卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060007,206001,森灵卡片,206,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,白色品质,
4060004,206002,魔菇卡片,206,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,白色品质,
4060001,206003,克瑞米卡片,206,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060003,206004,白鼠卡片,206,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060002,206005,溜溜猴卡片,206,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060006,206006,波波利卡片,206,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060012,206007,毒魔菇卡片,206,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060011,206009,狸猫卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060014,206010,黑蚁卡片,206,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060008,206011,邪骸海盗卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060013,206012,摩卡卡片,206,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4060009,206013,气泡虫卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060010,206014,人鱼卡片,206,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060020,206015,妖道卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060026,206016,恶灵卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060015,206017,螳螂卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060017,206018,邪恶箱卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060022,206019,鬼火卡片,206,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060018,206020,杰洛米卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060024,206021,灰森灵卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060027,206022,风魔巫师卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060029,206023,愤怒波波利卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060030,206024,迅捷螳螂卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070001,207001,树精卡片,207,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,白色品质,
4070004,207002,松鼠卡片,207,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4070011,207003,长老树精卡片,207,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070003,207004,土拨鼠卡片,207,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4070010,207005,绿腐尸卡片,207,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070014,207006,蓝鼠卡片,207,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010032,207007,木乃伊卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010052,207008,赤苍蝇卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060021,207009,将军魔碑卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060023,207010,兽人弓箭手卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060025,207011,犬妖卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070015,207012,狂暴大脚熊卡片,207,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070019,207013,飞行魔书卡片,207,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030028,203017,镜妖卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070020,207014,卡拉特小丑卡片,207,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010070,201033,贤者虫卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010071,201034,邪骸浪人卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030029,203018,邪骸战俘卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030032,203019,瑞比欧卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010072,201035,阿修罗狂战士卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050015,205010,腐尸战俘卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060032,206025,邪恶使者卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020021,202013,卷甲虫卡片,202,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060033,206026,蝙蝠弓箭手卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030030,203020,虎蜥人卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020022,202014,史汀卡片,202,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030031,203021,狂暴米诺斯卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020023,202015,卡利斯格卡片,202,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060034,206027,幽灵弓箭手卡片,206,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050016,205013,XMAS甜饼人卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070021,207014,邪恶礼盒卡片,207,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060036,206029,绿饼人卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010073,201036,魔灵娃娃卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060005,206030,冰波利卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040025,204019,朽魔卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060038,206031,裘卡卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010075,201037,邪灵魔导士卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050018,205011,时间守护者卡片,205,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050019,205012,受到诅咒的箱子卡片,205,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010076,201038,大古钟卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010078,201039,猪笼草卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030035,203023,邪恶向日葵卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4070023,207015,狂暴蜂兵卡片,207,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010082,206032,卡拉蟹卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050020,201040,奈吉鸟卡片,205,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010084,206030,海星卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010085,204020,流氓卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020024,206033,米杜沙卡片,202,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4050021,201041,邪恶摩艾卡片,205,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030038,205012,钟乳巨石怪卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040027,205013,鳄鱼人卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4060040,201038,绿变色龙卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
140010,702001,初级物理抗性,702,8000,9000,9000,4000=12000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140020,702002,初级魔法抗性,702,8000,9000,9000,4000=12000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140030,702003,初级灵心,702,8000,9000,9000,4000=12000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140040,702004,闪避增强,702,8000,9000,9000,4000=12000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140050,702005,初级生命增强,702,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140080,702008,初级暴击增强,702,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140090,702009,初级大体型增伤,702,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140100,702010,初级小体型增伤,702,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140140,702014,初级暴击伤害增强,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140160,702015,异常抵抗,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140170,702016,初级物理伤害增强,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140180,702017,初级魔法伤害增强,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141010,703001,治疗光环,703,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141110,703002,不稳定元素,703,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141120,703003,出场恐吓,703,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141210,702018,低级攻速连携,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141220,703015,力量连携,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141260,703004,迷雾陷阱,703,60000,9000,9000,30000=90000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141280,703005,快速愈合,703,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141310,702019,低级伤害浮动,702,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142020,704001,火箭术,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142030,704002,雷击术,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142150,704003,寒冰脉冲,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142040,704004,地震术,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142100,704000,暗物质攻击,704,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140210,702022,高级大体型增伤,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140220,702023,高级小体型增伤,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140230,702024,高级灵心,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140240,702025,高级物理抗性,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140250,702026,高级魔法抗性,702,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140270,702028,高级生命增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140300,702031,高级暴击伤害增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140310,702032,高级物理伤害增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140320,702033,高级魔法伤害增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
140330,702034,高级暴击增强,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141020,703008,忍耐光环,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141030,703009,冰脉光环,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141040,703010,物理强击光环,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141050,703011,魔法强击光环,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141060,703012,献祭光环,703,200000,9000,9000,100000=300000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141130,703006,出场助威,703,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141140,703007,群体治愈,703,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141150,703013,寒冰领域,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141160,703014,火焰领域,703,200000,9000,9000,100000=300000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141230,703016,敏捷连携,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141240,703017,智力连携,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141250,702035,高级攻速连携,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141270,703018,黑反甲,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141320,702036,高级伤害浮动,702,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
141330,703019,复生,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142010,704007,力量冲击,704,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142050,704010,火球术,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142060,704011,雷爆术,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142070,704005,狂击,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142080,704006,连刺攻击,704,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142090,704012,音速投掷,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142110,704009,敏捷冲击,704,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142120,704008,智力冲击,704,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142130,704013,战斗祝福,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
142140,704014,防御祝福,704,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143020,705003,石化术:迟缓,705,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143030,705002,极致输出,705,60000,9000,9000,30000=90000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143040,705007,极致输出Ⅱ,705,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143070,705008,暴风雪,705,200000,9000,9000,100000=300000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143080,705009,怒雷强击,705,200000,9000,9000,100000=300000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143090,705010,陨石术,705,200000,9000,9000,100000=300000,0,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143100,705004,石化术:禁言,705,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143120,705005,魅惑,705,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143130,705006,撕咬,705,120000,9000,9000,60000=180000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
143140,705001,神圣净化,705,20000,9000,9000,10000=30000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
130140,703056,预留随机宠物蛋（占坑用临时道具，等技能图鉴完成后删除）,703,200000,9000,9000,100000=300000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,999,2,101,1,,
90120,701002,疯兔奶糖,701,5000,9000,9000,5000=5000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
90100,701003,波利果,701,15000,9000,9000,14250=16500,1,50000,0,5,5,1,2,2,0,7,50,5,99,40,2,101,1,,
90110,701004,大嘴鸟公仔,701,35000,9000,9000,30000=40000,1,50000,0,2,2,1,2,2,0,7,50,5,99,40,2,101,1,,
90610,701005,碎裂罗盘I,701,2000,9000,9000,2000=2000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
90620,701006,碎裂罗盘II,701,3000,9000,9000,3000=3000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
90630,701007,碎裂罗盘III,701,5000,9000,9000,5000=5000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
90640,701008,碎裂罗盘IV,701,10000,9000,9000,10000=10000,1,50000,0,10,10,0,0,0,1,7,3000,300,99,40,2,101,1,,
4010010,201042,海葵卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4010011,201043,海盗之王卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,金色品质,
4010017,201044,哥布灵首领卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4010018,201045,巴风特卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,金色品质,
4010061,201046,远古海神卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4010067,201047,艾斯恩魔女卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4010068,201048,深渊骑士卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4060035,206036,鹗枭男爵卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,金色品质,
4020003,202016,达拉蛙卡片,202,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4020018,202017,兽牙怪卡片,202,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4020019,202018,弑神者卡片,202,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4030007,203024,天使波利卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,金色品质,
4030015,203025,泥人卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4030006,203026,幽灵波利卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4030016,203027,帕莎纳卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4030026,203028,凯美拉卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,金色品质,
4030027,203029,暗神官卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4040009,204021,龙蝇卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4040003,204022,恶魔波利卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,金色品质,
4040024,204023,幽灵剑士卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4050013,205014,地狱梦魇卡片,205,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4050014,205015,黑暗之王卡片,205,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,金色品质,
4060016,206034,剑鱼卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4060031,206035,鹗枭首领卡片,206,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4070017,207016,钢鬃巨熊卡片,207,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4070007,207017,蜂后卡片,207,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,金色品质,
4070008,207018,马尔杜克卡片,207,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4070002,207019,小恶魔卡片,207,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4070006,207020,狂暴蚁后卡片,207,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
4070018,207021,迷幻之王卡片,207,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,紫色品质,
