ID,CardName,CardTexture,CardColor,CardAttributes,CanUsePosition,IsShowInHandBook,CardLevelType,SortId,CardCollectAttr,CardStar
404002203,3星傀儡娃娃卡片,MonsterCard/UI_MonsterCard_Kuileiwawa.jpg,3,0=189=1520,4,0,,,,3
404002403,3星幽灵剑士卡片,MonsterCard/UI_MonsterCard_Youlingjianshi.jpg,4,0=186=2200,4,0,,,,3
404002503,3星朽魔卡片,MonsterCard/UI_MonsterCard_xiumo.jpg,3,1=510029151=0|0=18=5,4,0,,,,3
405000103,3星苍蝇卡片,MonsterCard/UI_MonsterCard_Cangying.jpg,1,0=18=3|0=53=4,5,0,,,,3
405000503,3星腐尸卡片,MonsterCard/UI_MonsterCard_Fushi.jpg,2,0=76=1200|0=47=220,5,0,,,,3
405000603,3星玛勒盗虫卡片,MonsterCard/UI_MonsterCard_Maledaochong.jpg,1,0=18=4,5,0,,,,3
405000703,3星转转蛋卡片,MonsterCard/UI_MonsterCard_Zhuanzhuandan.jpg,2,0=78=820|0=48=220,5,0,,,,3
405000203,3星木乃伊犬卡片,MonsterCard/UI_MonsterCard_Munaiyiquan.jpg,3,0=48=320|0=50=420,5,0,,,,3
405000303,3星人鱼士兵卡片,MonsterCard/UI_MonsterCard_Renyushibing.jpg,2,0=78=520|0=48=220|0=76=510,5,0,,,,3
405000803,3星鬼女卡片,MonsterCard/UI_MonsterCard_Guinv.jpg,3,0=78=820|0=48=420,5,0,,,,3
405001203,3星狂暴野猫卡片,MonsterCard/UI_MonsterCard_Kuangbaoyemao.jpg,3,0=18=4|0=53=7,5,0,,,,3
405001303,3星地狱梦魇卡片,MonsterCard/UI_MonsterCard_Diyumengyan.jpg,4,0=18=4|0=48=420|1=510025010=0,5,0,,,,3
405001503,3星腐尸战俘卡片,MonsterCard/UI_MonsterCard_Fushizhanfu.jpg,3,0=48=320|0=216=520,5,0,,,,3
406000403,3星魔菇卡片,MonsterCard/UI_MonsterCard_Mogu.jpg,1,0=22=4,6,0,,,,3
406000703,3星森灵卡片,MonsterCard/UI_MonsterCard_Senling.jpg,1,0=20=4,6,0,,,,3
406000103,3星克瑞米卡片,MonsterCard/UI_MonsterCard_Keruimi.jpg,2,4=10007=1|0=20=2,6,0,,,,3
406000203,3星溜溜猴卡片,MonsterCard/UI_MonsterCard_Liuliuhou.jpg,3,0=53=4|0=18=3,6,0,,,,3
406000803,3星邪骸海盗卡片,MonsterCard/UI_MonsterCard_Xiehaihaidao.jpg,3,0=27=7|0=55=4,6,0,,,,3
406000903,3星气泡虫卡片,MonsterCard/UI_MonsterCard_Qipaochong.jpg,3,4=10008=3|0=20=2,6,0,,,,3
406001503,3星螳螂卡片,MonsterCard/UI_MonsterCard_Tanglang.jpg,3,0=14=4|0=28=120,6,0,,,,3
406001603,3星剑鱼卡片,MonsterCard/UI_MonsterCard_Jianyu.jpg,4,0=84=2700|1=510016425=0,6,0,,,,3
406002503,3星犬妖卡片,MonsterCard/UI_MonsterCard_Quanyao.jpg,3,0=55=6|0=14=4,6,0,,,,3
406002603,3星恶灵卡片,MonsterCard/UI_MonsterCard_Eling.jpg,3,0=36=7|0=66=120,6,0,,,,3
406003103,3星鹗枭首领卡片,MonsterCard/UI_MonsterCard_Exiaoshouling.jpg,4,1=510028444=0|0=20=2,6,0,,,,3
406003203,3星邪恶使者卡片,MonsterCard/UI_MonsterCard_Xieeshizhe.jpg,3,1=510027939=0|0=20=2,6,0,,,,3
407000103,3星树精卡片,MonsterCard/UI_MonsterCard_Shujing.jpg,1,0=47=120,7,0,,,,3
407001703,3星钢鬃巨熊卡片,MonsterCard/UI_MonsterCard_gangzongjuxiong.jpg,4,0=22=7|1=510026121=0,7,0,,,,3
407000303,3星土拨鼠卡片,MonsterCard/UI_MonsterCard_Tuboshu.jpg,2,0=47=170|0=261=2200,7,0,,,,3
407000403,3星松鼠卡片,MonsterCard/UI_MonsterCard_Songshu.jpg,2,0=47=160|0=265=2200,7,0,,,,3
407000803,3星马尔杜克卡片,MonsterCard/UI_MonsterCard_Maerduke.jpg,4,0=16=5|1=510016930=0,7,0,,,,3
407000203,3星小恶魔卡片,MonsterCard/UI_MonsterCard_Xiaoemo.jpg,4,0=14=7|1=510014203=0,7,0,,,,3
407000603,3星狂暴蚁后卡片,MonsterCard/UI_MonsterCard_Kuangbaoyihou.jpg,4,0=22=10|1=510015516=0,7,0,,,,3
407001803,3星迷幻之王卡片,MonsterCard/UI_MonsterCard_Mihuanzhiwang.jpg,4,0=84=-1200|0=82=-1200|0=48=-510,7,0,,,,3
407002203,3星钟塔守护者卡片,MonsterCard/UI_MonsterCard_zhongtashouhu.jpg,4,0=16=7|0=102=-320,7,0,,,,3
